"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_002E","B25031_002M","B25031_003E","B25031_003M","B25031_004E","B25031_004M","B25031_005E","B25031_005M","B25031_006E","B25031_006M","B25031_007E","B25031_007M",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms",
"1600000US2208745","Bordelonville CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2208920","Bossier City city, Louisiana","1044","59","745","242","807","44","984","107","1329","45","1494","208","-","**",
"1600000US2209095","Bourg CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2209130","Boutte CDP, Louisiana","1164","154","-","**","-","**","1186","150","1000","589","-","**","-","**",
"1600000US2209165","Boyce town, Louisiana","844","435","-","**","-","**","831","306","1079","105","-","**","-","**",
"1600000US2209235","Branch CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2209340","Breaux Bridge city, Louisiana","876","100","-","**","707","190","850","114","1129","383","-","**","-","**",
"1600000US2209480","Bridge City CDP, Louisiana","1198","151","-","**","850","66","1092","94","1384","135","1613","225","-","**",
"1600000US2210075","Broussard city, Louisiana","994","185","-","**","1004","330","874","142","1266","565","-","**","-","**",
"1600000US2210145","Brownfields CDP, Louisiana","978","770","-","**","-","**","905","61","1716","105","-","**","-","**",
"1600000US2210225","Brownsville CDP, Louisiana","759","134","-","**","696","372","526","258","1067","180","-","**","-","**",
"1600000US2210600","Brusly town, Louisiana","850","406","-","**","-","**","779","165","-","**","-","**","-","**",
"1600000US2210705","Bryceland village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2210950","Bunkie city, Louisiana","819","94","-","**","-","**","830","36","823","618","-","**","-","**",
"1600000US2210985","Buras CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2211580","Cade CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2211825","Calhoun CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2211930","Calvin village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2212000","Cameron CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2212280","Campti town, Louisiana","495","424","-","**","-","**","770","580","-","**","-","**","-","**",
"1600000US2212420","Cankton village, Louisiana","650","56","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2212665","Carencro city, Louisiana","888","61","-","**","804","80","957","62","979","280","-","**","-","**",
"1600000US2212840","Carlyss CDP, Louisiana","1351","193","-","**","-","**","-","**","1309","226","-","**","-","**",
"1600000US2213260","Castor village, Louisiana","-","**","-","**","250","79","-","**","-","**","-","**","-","**",
"1600000US2213330","Catahoula CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2213575","Cecilia CDP, Louisiana","676","331","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2213855","Center Point CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2213925","Centerville CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2213960","Central city, Louisiana","1340","111","-","**","1317","545","1044","83","1617","154","1629","244","-","**",
"1600000US2214100","Chackbay CDP, Louisiana","-","**","-","**","-","**","950","562","-","**","-","**","-","**",
"1600000US2214135","Chalmette CDP, Louisiana","1047","50","-","**","818","87","992","39","1308","173","1466","188","-","**",
"1600000US2214310","Charenton CDP, Louisiana","501","165","-","**","282","124","526","12","-","**","-","**","-","**",
"1600000US2214450","Chataignier village, Louisiana","646","168","-","**","-","**","595","75","964","224","-","**","-","**",
"1600000US2214485","Chatham town, Louisiana","638","138","-","**","-","**","611","97","650","523","-","**","-","**",
"1600000US2214520","Chauvin CDP, Louisiana","1009","481","-","**","-","**","1085","189","-","**","-","**","-","**",
"1600000US2214660","Cheneyville town, Louisiana","667","134","-","**","616","442","788","441","-","**","-","**","-","**",
"1600000US2215150","Choctaw CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2215290","Choudrant village, Louisiana","933","79","-","**","-","**","745","105","951","19","-","**","-","**",
"1600000US2215465","Church Point town, Louisiana","752","312","-","**","332","116","921","572","779","180","-","**","-","**",
"1600000US2215605","Claiborne CDP, Louisiana","1162","68","-","**","1006","838","1072","58","1316","63","-","**","-","**",
"1600000US2215745","Clarence village, Louisiana","913","511","-","**","-","**","-","**","963","74","-","**","-","**",
"1600000US2215780","Clarks village, Louisiana","765","65","-","**","-","**","768","157","738","506","-","**","-","**",
"1600000US2215850","Clayton town, Louisiana","444","275","-","**","359","145","425","296","650","196","-","**","-","**",
"1600000US2215990","Clinton town, Louisiana","-","**","-","**","197","154","523","391","944","580","-","**","-","**",
"1600000US2216375","Colfax town, Louisiana","548","253","-","**","510","322","567","280","725","401","-","**","-","**",
"1600000US2216655","Collinston village, Louisiana","277","29","-","**","273","26","-","**","-","**","-","**","-","**",
"1600000US2216830","Columbia town, Louisiana","778","33","-","**","-","**","800","85","-","**","-","**","-","**",
"1600000US2217180","Convent CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2217215","Converse village, Louisiana","718","102","-","**","-","**","639","398","-","**","-","**","-","**",
"1600000US2217880","Cottonport town, Louisiana","716","62","-","**","575","203","696","73","1277","696","-","**","-","**",
"1600000US2217915","Cotton Valley town, Louisiana","-","**","-","**","-","**","287","256","788","468","-","**","-","**",
"1600000US2218055","Coushatta town, Louisiana","588","389","-","**","313","116","-","**","875","271","-","**","-","**",
"1600000US2218125","Covington city, Louisiana","1321","163","-","**","1038","127","1182","91","1650","91","-","**","-","**",
"1600000US2218295","Creola village, Louisiana","1151","56","-","**","-","**","-","**","1143","57","-","**","-","**",
"1600000US2218335","Crescent CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2218650","Crowley city, Louisiana","612","116","506","358","342","46","891","130","903","756","-","**","-","**",
"1600000US2218790","Cullen town, Louisiana","628","112","-","**","248","53","625","58","681","91","-","**","-","**",
"1600000US2218930","Cut Off CDP, Louisiana","766","45","-","**","681","63","694","181","782","103","-","**","-","**",
"1600000US2219490","Darrow CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2220050","Delacroix CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2220155","Delcambre town, Louisiana","843","127","-","**","-","**","788","184","913","133","-","**","-","**",
"1600000US2220190","Delhi town, Louisiana","827","68","-","**","663","125","794","214","802","57","-","**","-","**",
"1600000US2220330","Delta village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2220435","Denham Springs city, Louisiana","1064","212","-","**","727","447","937","49","1342","363","2514","567","-","**",
"1600000US2220575","DeQuincy city, Louisiana","672","58","-","**","663","395","630","540","-","**","-","**","-","**",
"1600000US2220610","DeRidder city, Louisiana","936","41","575","132","668","102","890","63","1309","154","1234","148","-","**",
"1600000US2220680","Des Allemands CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2220820","Destrehan CDP, Louisiana","1165","85","-","**","-","**","1140","54","1324","146","-","**","-","**",
"1600000US2220890","Deville CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2221135","Dixie Inn village, Louisiana","688","126","-","**","375","359","815","113","622","85","-","**","-","**",
"1600000US2221170","Dodson village, Louisiana","690","72","-","**","-","**","731","16","646","43","-","**","-","**",
"1600000US2221240","Donaldsonville city, Louisiana","734","93","-","**","276","56","832","152","728","366","-","**","-","**",
"1600000US2221388","Dorseyville CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2221450","Downsville village, Louisiana","630","237","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2221590","Doyline village, Louisiana","665","270","-","**","-","**","620","372","920","865","-","**","-","**",
"1600000US2221765","Dry Prong village, Louisiana","825","271","-","**","-","**","-","**","825","271","-","**","-","**",
"1600000US2221800","Dubach town, Louisiana","478","175","-","**","-","**","-","**","786","251","-","**","-","**",
"1600000US2221835","Dubberly village, Louisiana","725","385","-","**","-","**","-","**","825","575","-","**","-","**",
"1600000US2221940","Dulac CDP, Louisiana","766","191","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2222255","Duson town, Louisiana","717","124","-","**","-","**","692","110","763","277","-","**","-","**",
"1600000US2222465","East Hodge village, Louisiana","425","169","-","**","506","380","-","**","438","258","-","**","-","**",
"1600000US2222610","Eastwood CDP, Louisiana","916","653","-","**","-","**","946","273","-","**","-","**","-","**",
"1600000US2222640","Echo CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2222722","Eden Isle CDP, Louisiana","1409","365","-","**","827","280","1361","239","2109","508","-","**","-","**",
"1600000US2222815","Edgard CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2222850","Edgefield village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2223025","Egan CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2223235","Elizabeth village, Louisiana","794","126","-","**","-","**","-","**","832","128","-","**","-","**",
"1600000US2223567","Elmwood CDP, Louisiana","1446","61","866","88","1322","87","1552","119","1100","633","-","**","-","**",
"1600000US2223620","Elton town, Louisiana","565","291","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2223725","Empire CDP, Louisiana","922","680","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2224145","Epps village, Louisiana","888","94","-","**","-","**","-","**","867","75","-","**","-","**",
"1600000US2224180","Erath town, Louisiana","858","79","-","**","453","55","914","54","1044","275","-","**","-","**",
"1600000US2224215","Eros town, Louisiana","440","162","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2224250","Erwinville CDP, Louisiana","661","396","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2224390","Estelle CDP, Louisiana","1327","188","-","**","-","**","-","**","1289","221","-","**","-","**",
"1600000US2224460","Estherwood village, Louisiana","634","162","-","**","-","**","542","263","883","416","-","**","-","**",
"1600000US2224565","Eunice city, Louisiana","768","33","-","**","592","279","800","40","705","128","956","17","-","**",
"1600000US2224775","Evergreen town, Louisiana","525","433","-","**","297","44","763","144","-","**","-","**","-","**",
"1600000US2225160","Farmerville town, Louisiana","713","86","-","**","296","66","702","83","838","37","859","26","-","**",
"1600000US2225335","Fenton village, Louisiana","-","**","-","**","-","**","-","**","590","340","-","**","-","**",
"1600000US2225440","Ferriday town, Louisiana","780","171","-","**","-","**","-","**","828","179","-","**","-","**",
"1600000US2225545","Fifth Ward CDP, Louisiana","903","285","-","**","-","**","-","**","918","240","-","**","-","**",
"1600000US2225615","Fisher village, Louisiana","689","294","-","**","-","**","696","417","-","**","-","**","-","**",
"1600000US2225860","Florien village, Louisiana","663","333","-","**","-","**","563","234","871","217","-","**","-","**",
"1600000US2226140","Folsom village, Louisiana","-","**","-","**","-","**","492","137","1208","217","-","**","-","**",
"1600000US2226280","Fordoche town, Louisiana","1071","558","-","**","-","**","-","**","1013","831","-","**","-","**",
"1600000US2226350","Forest village, Louisiana","733","163","-","**","-","**","538","190","-","**","-","**","-","**",
"1600000US2226420","Forest Hill village, Louisiana","1107","730","-","**","-","**","475","428","1300","262","-","**","-","**",
"1600000US2226665","Fort Jesup CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2226746","Fort Polk North CDP, Louisiana","1062","39","-","**","1690","126","1040","48","1128","32","-","**","-","**",
"1600000US2226757","Fort Polk South CDP, Louisiana","1141","45","-","**","-","**","968","17","1225","66","1199","87","1542","682",
"1600000US2227155","Franklin city, Louisiana","832","45","-","**","603","49","820","55","934","139","-","**","-","**",
"1600000US2227190","Franklinton town, Louisiana","694","379","-","**","669","10","960","657","1050","115","-","**","-","**",
"1600000US2227435","French Settlement village, Louisiana","1138","110","-","**","-","**","1141","483","1114","36","-","**","-","**",
"1600000US2227540","Frierson CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2228065","Galliano CDP, Louisiana","781","64","438","327","753","181","-","**","1093","120","-","**","-","**",
"1600000US2228275","Gardere CDP, Louisiana","1109","84","-","**","1255","490","1022","123","1285","172","-","**","-","**",
"1600000US2228345","Garyville CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2228660","Georgetown village, Louisiana","338","136","-","**","325","38","-","**","550","339","-","**","-","**",
"1600000US2228835","Gibsland town, Louisiana","443","184","-","**","322","173","533","265","-","**","-","**","-","**",
"1600000US2228940","Gilbert village, Louisiana","-","**","-","**","-","**","613","226","-","**","-","**","-","**",
"1600000US2229010","Gilliam village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2229045","Gillis CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2229150","Glencoe CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2229220","Glenmora town, Louisiana","739","226","-","**","-","**","900","504","739","426","-","**","-","**",
"1600000US2229395","Gloster CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2229640","Golden Meadow town, Louisiana","707","400","-","**","-","**","720","227","770","21","-","**","-","**",
"1600000US2229745","Goldonna village, Louisiana","863","46","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2229850","Gonzales city, Louisiana","1331","155","-","**","1335","410","1279","267","1633","1033","-","**","-","**",
"1600000US2229990","Good Pine CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2230515","Grambling city, Louisiana","776","178","-","**","-","**","-","**","1082","77","1315","124","-","**",
"1600000US2230550","Gramercy town, Louisiana","862","463","-","**","-","**","863","165","-","**","-","**","-","**",
"1600000US2230690","Grand Cane village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2230760","Grand Coteau town, Louisiana","624","38","-","**","377","30","630","38","525","309","-","**","-","**",
"1600000US2230830","Grand Isle town, Louisiana","1028","535","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2230900","Grand Point CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2231180","Gray CDP, Louisiana","1057","227","-","**","590","474","-","**","1175","70","-","**","-","**",
"1600000US2231250","Grayson village, Louisiana","800","436","-","**","-","**","388","52","886","67","-","**","-","**",
"1600000US2231565","Greensburg town, Louisiana","220","123","-","**","229","10","875","591","866","51","-","**","-","**",
"1600000US2231705","Greenwood town, Louisiana","578","88","-","**","551","264","898","139","-","**","-","**","-","**",
"1600000US2231915","Gretna city, Louisiana","994","59","871","86","904","75","1111","41","1366","158","1892","318","-","**",
"1600000US2232020","Grosse Tete village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2232055","Gueydan town, Louisiana","661","91","-","**","-","**","850","132","639","334","658","532","-","**",
"1600000US2232405","Hackberry CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2232510","Hahnville CDP, Louisiana","593","267","-","**","-","**","657","132","-","**","-","**","-","**",
"1600000US2232650","Hall Summit village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2232755","Hammond city, Louisiana","899","59","693","252","772","52","897","77","1114","48","1079","112","-","**",
"1600000US2232930","Harahan city, Louisiana","1033","132","-","**","858","14","1118","45","1652","264","-","**","-","**",
"1600000US2233210","Harrisonburg village, Louisiana","544","424","-","**","706","573","-","**","-","**","-","**","-","**",
"1600000US2233245","Harvey CDP, Louisiana","1151","41","863","51","971","40","1157","32","1296","106","1827","246","-","**",
"1600000US2233420","Haughton town, Louisiana","938","172","-","**","-","**","878","375","1035","281","-","**","-","**",
"1600000US2233490","Hayes CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2233525","Haynesville town, Louisiana","453","188","-","**","286","55","294","282","527","142","-","**","-","**",
"1600000US2233735","Heflin village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2233875","Henderson town, Louisiana","684","59","-","**","-","**","662","117","850","123","-","**","-","**",
"1600000US2234015","Hessmer village, Louisiana","835","114","-","**","-","**","879","131","1076","159","-","**","-","**",
"1600000US2234085","Hester CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2235100","Hodge village, Louisiana","682","68","-","**","-","**","675","131","673","114","-","**","-","**",
"1600000US2235870","Homer town, Louisiana","673","110","-","**","626","13","554","252","850","388","-","**","-","**",
"1600000US2236045","Hornbeck town, Louisiana","1047","184","-","**","-","**","1050","668","1008","317","-","**","-","**",
"1600000US2236150","Hosston village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2236255","Houma city, Louisiana","910","96","-","**","805","97","881","85","1059","117","1068","160","-","**",
"1600000US2236885","Ida village, Louisiana","675","91","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2237025","Independence town, Louisiana","963","63","-","**","658","376","941","130","980","72","-","**","-","**",
"1600000US2237270","Inniswold CDP, Louisiana","1316","228","-","**","1432","522","1479","264","1112","106","-","**","-","**",
"1600000US2237410","Iota town, Louisiana","548","74","-","**","-","**","642","101","742","151","-","**","-","**",
"1600000US2237445","Iowa town, Louisiana","1040","96","-","**","-","**","921","102","1118","105","-","**","-","**",
"1600000US2237830","Jackson town, Louisiana","682","163","-","**","283","48","729","69","697","425","-","**","-","**",
"1600000US2237935","Jamestown village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2238075","Jeanerette city, Louisiana","965","234","-","**","-","**","808","152","1120","25","-","**","-","**",
"1600000US2238092","Jean Lafitte town, Louisiana","1069","661","-","**","-","**","1563","796","952","32","-","**","-","**",
"1600000US2238145","Jefferson CDP, Louisiana","1090","81","798","185","886","40","1199","79","1641","142","-","**","-","**",
"1600000US2238285","Jena town, Louisiana","901","326","-","**","-","**","-","**","929","221","-","**","-","**",
"1600000US2238355","Jennings city, Louisiana","773","103","-","**","363","105","779","84","948","204","1176","162","-","**",
"1600000US2238670","Jonesboro town, Louisiana","709","124","-","**","221","154","512","50","748","42","-","**","-","**",
"1600000US2238775","Jonesville town, Louisiana","735","217","-","**","-","**","708","310","775","552","-","**","-","**",
"1600000US2238845","Jordan Hill CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2238880","Joyce CDP, Louisiana","539","109","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2238985","Junction City village, Louisiana","515","86","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2239055","Kaplan city, Louisiana","719","100","-","**","-","**","721","177","953","194","-","**","-","**",
"1600000US2239085","Keachi town, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2239475","Kenner city, Louisiana","1085","30","861","68","948","28","1139","34","1307","79","1623","175","-","**",
"1600000US2239545","Kentwood town, Louisiana","838","156","-","**","-","**","809","204","935","44","-","**","-","**",
"1600000US2239650","Kilbourne village, Louisiana","624","13","-","**","-","**","624","13","-","**","-","**","-","**",
"1600000US2239685","Killian town, Louisiana","1698","101","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2239720","Killona CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2239755","Kinder town, Louisiana","763","74","-","**","762","75","838","78","484","156","-","**","-","**",
"1600000US2240210","Kraemer CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2240280","Krotz Springs town, Louisiana","342","312","-","**","-","**","470","231","672","535","-","**","-","**",
"1600000US2240420","Labadieville CDP, Louisiana","1184","183","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2240595","Lacassine CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2240665","Lacombe CDP, Louisiana","-","**","-","**","-","**","825","754","866","220","-","**","-","**",
"1600000US2240735","Lafayette city, Louisiana","1022","35","892","243","870","37","1035","42","1251","99","1436","154","1668","212",
"1600000US2240840","Lafitte CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2240878","Lafourche Crossing CDP, Louisiana","983","410","-","**","-","**","-","**","1381","353","-","**","-","**",
"1600000US2241050","Lake Arthur town, Louisiana","707","128","-","**","-","**","575","210","775","248","-","**","-","**",
"1600000US2241155","Lake Charles city, Louisiana","1007","41","1206","472","772","45","1050","53","1061","79","1130","145","-","**",
"1600000US2241400","Lake Providence town, Louisiana","650","147","-","**","447","356","555","86","735","90","768","74","-","**",
"1600000US2241470","Lakeshore CDP, Louisiana","1008","487","-","**","650","138","881","435","1354","177","-","**","-","**",
"1600000US2241645","Lakeview CDP, Louisiana","944","91","-","**","-","**","879","124","1024","125","-","**","-","**",
"1600000US2242030","Laplace CDP, Louisiana","1165","127","-","**","280","25","1019","143","1480","160","2026","1136","-","**",
"1600000US2242135","Larose CDP, Louisiana","717","130","-","**","-","**","387","125","888","446","-","**","-","**",
"1600000US2242520","Lawtell CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2242800","Lecompte town, Louisiana","639","100","-","**","-","**","625","367","704","295","-","**","-","**",
"1600000US2243010","Leesville city, Louisiana","835","43","612","59","538","95","748","43","1025","86","1313","178","1181","579",
"1600000US2243255","Lemannville CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2243395","Leonville town, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2243640","Lewisburg CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2243920","Lillie village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2244235","Lisbon village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2244655","Livingston town, Louisiana","893","225","-","**","553","47","953","202","1359","45","-","**","-","**",
"1600000US2244690","Livonia town, Louisiana","710","210","-","**","-","**","-","**","641","242","-","**","-","**",
"1600000US2244900","Lockport town, Louisiana","920","319","-","**","592","461","881","259","1163","312","-","**","-","**",
"1600000US2244970","Lockport Heights CDP, Louisiana","737","139","-","**","-","**","745","196","-","**","-","**","-","**",
"1600000US2245040","Logansport town, Louisiana","448","272","-","**","421","88","419","40","734","396","-","**","-","**",
"1600000US2245460","Longstreet village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2245530","Longville CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2245670","Loreauville village, Louisiana","821","303","-","**","366","207","786","504","1042","292","-","**","-","**",
"1600000US2246370","Lucky village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2246615","Luling CDP, Louisiana","1444","240","-","**","-","**","1047","225","1683","87","-","**","-","**",
"1600000US2246720","Lutcher town, Louisiana","828","577","-","**","-","**","477","6","1103","213","-","**","-","**",
"1600000US2246755","Lydia CDP, Louisiana","1046","282","-","**","-","**","-","**","1103","430","-","**","-","**",
"1600000US2247315","McNary village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2247560","Madisonville town, Louisiana","1188","363","-","**","-","**","969","538","-","**","-","**","-","**",
"1600000US2248085","Mamou town, Louisiana","513","69","-","**","338","45","514","262","531","113","-","**","-","**",
"1600000US2248225","Mandeville city, Louisiana","1225","110","443","227","449","209","1277","101","1567","300","-","**","-","**",
"1600000US2248260","Mangham town, Louisiana","775","226","-","**","-","**","-","**","950","258","-","**","-","**",
"1600000US2248365","Mansfield city, Louisiana","649","138","-","**","414","28","648","192","934","295","692","37","-","**",
"1600000US2248400","Mansura town, Louisiana","668","193","-","**","429","172","599","224","1025","275","-","**","-","**",
"1600000US2248470","Many town, Louisiana","421","166","-","**","590","120","297","82","651","368","-","**","-","**",
"1600000US2248610","Maringouin town, Louisiana","743","512","-","**","-","**","735","672","-","**","-","**","-","**",
"1600000US2248645","Marion town, Louisiana","474","256","-","**","282","22","763","305","783","129","-","**","-","**",
"1600000US2248750","Marksville city, Louisiana","719","142","-","**","566","427","711","149","918","116","-","**","-","**",
"1600000US2248785","Marrero CDP, Louisiana","988","86","507","149","781","45","987","81","1320","50","1363","393","-","**",
"1600000US2248890","Marthaville CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2248925","Martin village, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2249170","Mathews CDP, Louisiana","939","117","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2249240","Maurice village, Louisiana","1069","115","-","**","800","226","1063","208","1141","88","-","**","-","**",
"1600000US2249730","Melville town, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2249800","Meraux CDP, Louisiana","950","547","-","**","-","**","784","256","1698","149","-","**","-","**",
"1600000US2249870","Mermentau village, Louisiana","463","58","-","**","396","113","494","242","-","**","-","**","-","**",
"1600000US2249905","Mer Rouge village, Louisiana","371","124","-","**","-","**","357","128","986","570","-","**","-","**",
"1600000US2249940","Merrydale CDP, Louisiana","1122","145","-","**","-","**","783","345","1169","128","1726","70","-","**",
"1600000US2250010","Merryville town, Louisiana","565","166","-","**","-","**","560","459","692","269","-","**","-","**",
"1600000US2250115","Metairie CDP, Louisiana","1120","19","847","52","961","26","1169","20","1495","79","1865","234","-","**",
"1600000US2250325","Midland CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2250395","Midway CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2250815","Milton CDP, Louisiana","1734","1529","-","**","-","**","-","**","2652","1078","-","**","-","**",
"1600000US2250885","Minden city, Louisiana","750","108","-","**","573","154","730","46","954","108","1136","249","-","**",
"1600000US2250990","Minorca CDP, Louisiana","616","300","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2251410","Monroe city, Louisiana","790","38","574","116","612","67","807","51","1021","60","642","195","988","512",
"1600000US2251550","Montegut CDP, Louisiana","853","10","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2251585","Monterey CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2251620","Montgomery town, Louisiana","706","231","-","**","-","**","713","468","-","**","-","**","-","**",
"1600000US2251645","Monticello CDP, Louisiana","1141","40","-","**","-","**","-","**","1158","94","-","**","-","**",
"1600000US2251690","Montpelier village, Louisiana","960","188","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2251795","Montz CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US2251800","Moonshine CDP, Louisiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
