"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_002E","B25031_002M","B25031_003E","B25031_003M","B25031_004E","B25031_004M","B25031_005E","B25031_005M","B25031_006E","B25031_006M","B25031_007E","B25031_007M",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms",
"1600000US0650874","Nevada City city, California","1480","379","1125","423","1108","144","1897","617","1411","464","2191","767","-","**",
"1600000US0650916","Newark city, California","2644","125","-","**","1913","281","2489","150","2996","244","3,500+","***","3,500+","***",
"1600000US0651000","Newcastle CDP, California","-","**","-","**","-","**","771","489","-","**","-","**","-","**",
"1600000US0651028","New Cuyama CDP, California","988","123","-","**","-","**","-","**","879","165","-","**","-","**",
"1600000US0651042","Newell CDP, California","763","191","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0651140","Newman city, California","1100","198","-","**","855","81","-","**","1549","222","2121","965","-","**",
"1600000US0651168","New Pine Creek CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0651182","Newport Beach city, California","2920","95","1985","166","2435","84","3024","122","3,500+","***","3,500+","***","3,500+","***",
"1600000US0651280","Nicasio CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0651294","Nice CDP, California","1246","215","-","**","-","**","1233","1165","-","**","-","**","-","**",
"1600000US0651336","Nicolaus CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0651392","Niland CDP, California","766","79","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0651470","Nipinnawasee CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0651476","Nipomo CDP, California","1854","167","-","**","862","218","1726","229","1903","230","3054","1102","-","**",
"1600000US0651560","Norco city, California","1884","188","-","**","964","45","1181","377","2030","372","2862","620","3143","313",
"1600000US0651574","Nord CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0651622","Norris Canyon CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0651637","North Auburn CDP, California","1560","136","2229","209","1526","229","1411","186","1955","324","1177","1111","-","**",
"1600000US0651812","North Edwards CDP, California","953","141","-","**","-","**","-","**","990","120","-","**","-","**",
"1600000US0651820","North El Monte CDP, California","2436","245","-","**","1684","648","2336","425","2594","525","2793","257","-","**",
"1600000US0651840","North Fair Oaks CDP, California","2344","106","1330","198","2188","70","2775","141","2089","1954","3,500+","***","3,500+","***",
"1600000US0651868","North Fork CDP, California","981","298","-","**","674","2","1065","314","-","**","-","**","-","**",
"1600000US0651890","North Gate CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0651924","North Highlands CDP, California","1431","49","1188","124","1132","68","1411","52","1684","160","1914","201","-","**",
"1600000US0651990","North Lakeport CDP, California","1178","76","-","**","1115","59","1216","192","1080","598","-","**","-","**",
"1600000US0652162","North Richmond CDP, California","1888","242","-","**","-","**","1807","90","2225","419","2875","1319","-","**",
"1600000US0652246","North San Juan CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0652302","North Shore CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0652379","North Tustin CDP, California","2272","222","-","**","1625","851","2087","299","2855","641","-","**","3,500+","***",
"1600000US0652526","Norwalk city, California","1860","58","1349","135","1458","100","1809","53","2356","109","2563","303","1931","1865",
"1600000US0652582","Novato city, California","2323","82","1851","669","1675","373","2345","79","2939","309","3485","613","-","**",
"1600000US0652610","Nubieber CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0652624","Nuevo CDP, California","1286","175","-","**","-","**","1091","138","1353","243","2526","1802","-","**",
"1600000US0652694","Oakdale city, California","1393","87","1139","190","990","335","1305","86","1882","169","2577","809","-","**",
"1600000US0652715","Oak Glen CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0652760","Oak Hills CDP, California","1318","580","-","**","-","**","-","**","1214","1187","-","**","-","**",
"1600000US0652764","Oakhurst CDP, California","1303","303","-","**","1130","1058","928","531","1468","230","-","**","-","**",
"1600000US0653000","Oakland city, California","1849","27","1306","120","1692","41","2031","47","2219","137","2596","302","1888","761",
"1600000US0653070","Oakley city, California","2159","343","-","**","1008","242","1849","339","2368","338","2657","260","2788","105",
"1600000US0653116","Oak Park CDP, California","2963","126","2735","34","2496","286","2915","124","3321","533","3,500+","***","-","**",
"1600000US0653140","Oak Run CDP, California","538","165","-","**","-","**","713","335","-","**","-","**","-","**",
"1600000US0653160","Oak Shores CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0653182","Oak View CDP, California","2398","372","-","**","1598","1491","-","**","2345","325","2830","158","-","**",
"1600000US0653196","Oakville CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0653224","Oasis CDP, California","757","143","-","**","629","312","807","233","790","62","528","14","-","**",
"1600000US0653266","Occidental CDP, California","1153","1111","-","**","791","519","2095","987","-","**","-","**","-","**",
"1600000US0653294","Oceano CDP, California","1304","275","-","**","1117","52","1446","182","1988","835","-","**","-","**",
"1600000US0653322","Oceanside city, California","2078","47","1664","75","1680","42","2088","40","2643","86","3170","126","2763","124",
"1600000US0653378","Ocotillo CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0653448","Oildale CDP, California","1145","52","826","360","784","72","1119","57","1422","81","1407","592","-","**",
"1600000US0653476","Ojai city, California","1834","205","-","**","1081","129","1919","267","2524","753","-","**","-","**",
"1600000US0653490","Olancha CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0653503","Olde Stockdale CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0653505","Old Fig Garden CDP, California","1187","99","1113","76","795","279","1202","150","2031","623","-","**","-","**",
"1600000US0653574","Old River CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0653602","Old Station CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0653603","Old Stine CDP, California","1336","350","-","**","-","**","1199","275","1580","204","-","**","-","**",
"1600000US0653714","Olivehurst CDP, California","1146","113","-","**","614","404","895","244","1429","184","2144","1153","-","**",
"1600000US0653882","Ono CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0653896","Ontario city, California","1826","28","1786","194","1624","67","1792","36","2075","100","2439","196","3020","1665",
"1600000US0653910","Onyx CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0653980","Orange city, California","2148","60","1707","205","1793","108","2112","78","2949","168","3,500+","***","3,500+","***",
"1600000US0653987","Orange Blossom CDP, California","2500","937","-","**","-","**","771","53","-","**","-","**","-","**",
"1600000US0654008","Orange Cove city, California","899","57","619","38","671","51","830","60","1033","91","1033","124","-","**",
"1600000US0654092","Orangevale CDP, California","1793","67","1450","231","1582","142","1751","47","2079","124","2213","154","-","**",
"1600000US0654120","Orcutt CDP, California","2028","89","1438","285","1321","319","1829","141","2235","129","2322","95","2167","625",
"1600000US0654218","Orick CDP, California","710","106","563","249","275","267","708","114","1550","987","-","**","-","**",
"1600000US0654232","Orinda city, California","2393","2224","-","**","338","146","3,500+","***","3,500+","***","3,500+","***","-","**",
"1600000US0654274","Orland city, California","1007","194","-","**","-","**","1107","133","-","**","-","**","-","**",
"1600000US0654372","Orosi CDP, California","973","277","-","**","-","**","641","293","1157","186","1738","141","-","**",
"1600000US0654386","Oroville city, California","1033","55","705","361","809","51","1111","33","1231","142","1935","1142","-","**",
"1600000US0654388","Oroville East CDP, California","1064","490","-","**","802","586","1352","382","938","867","917","564","-","**",
"1600000US0654652","Oxnard city, California","1907","44","1303","184","1598","82","1802","43","2341","109","2797","84","3059","244",
"1600000US0654764","Pacheco CDP, California","1948","337","-","**","-","**","1792","503","2127","407","-","**","-","**",
"1600000US0654806","Pacifica city, California","2939","171","2527","2055","2402","225","2984","276","3,500+","***","3,500+","***","3,500+","***",
"1600000US0654848","Pacific Grove city, California","2302","103","2081","219","1798","82","2496","144","3467","558","3,500+","***","-","**",
"1600000US0655044","Pajaro CDP, California","1905","215","1632","546","1641","428","2094","346","2031","296","-","**","-","**",
"1600000US0655048","Pajaro Dunes CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0655058","Pala CDP, California","1216","167","-","**","1417","143","1144","167","1179","310","-","**","-","**",
"1600000US0655086","Palermo CDP, California","1010","130","-","**","902","57","1005","240","1054","321","2082","701","-","**",
"1600000US0655156","Palmdale city, California","1625","60","1148","142","1163","91","1420","49","1762","95","2200","78","2479","472",
"1600000US0655184","Palm Desert city, California","1564","77","868","176","1187","97","1690","66","2003","305","2616","479","-","**",
"1600000US0655254","Palm Springs city, California","1397","38","1265","105","1210","41","1536","72","1885","267","2123","338","2250","1724",
"1600000US0655282","Palo Alto city, California","3169","106","2269","343","2549","176","3,500+","***","3,500+","***","3,500+","***","3,500+","***",
"1600000US0655296","Palo Cedro CDP, California","1292","669","-","**","-","**","-","**","1230","582","-","**","-","**",
"1600000US0655380","Palos Verdes Estates city, California","3056","448","-","**","2135","487","2814","335","3,500+","***","3,500+","***","3,500+","***",
"1600000US0655422","Palo Verde CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0655506","Panorama Heights CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0655520","Paradise town, California","1185","122","-","**","919","172","1322","87","1446","262","-","**","-","**",
"1600000US0655528","Paradise CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0655604","Paradise Park CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0655618","Paramount city, California","1699","45","1466","236","1421","92","1752","64","1855","139","2226","205","3088","1651",
"1600000US0655728","Parklawn CDP, California","1417","143","-","**","-","**","939","588","1431","311","-","**","-","**",
"1600000US0655751","Parksdale CDP, California","1159","292","-","**","-","**","940","90","1299","854","-","**","-","**",
"1600000US0655800","Parkway CDP, California","1349","66","1275","387","1037","107","1350","78","1681","202","-","**","-","**",
"1600000US0655842","Parkwood CDP, California","1391","282","-","**","-","**","-","**","1387","197","-","**","-","**",
"1600000US0655856","Parlier city, California","976","71","272","231","647","146","886","65","1270","231","1135","33","-","**",
"1600000US0656000","Pasadena city, California","2100","41","1721","103","1799","46","2315","52","2764","206","3145","488","2064","342",
"1600000US0656028","Pasatiempo CDP, California","3294","992","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0656042","Paskenta CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0656112","Patterson city, California","1531","326","-","**","717","88","1722","661","1682","316","1873","184","-","**",
"1600000US0656120","Patterson Tract CDP, California","1031","638","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0656140","Patton Village CDP, California","1079","103","-","**","-","**","-","**","1103","57","-","**","-","**",
"1600000US0656182","Paxton CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0656196","Paynes Creek CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0656294","Pearsonville CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0656476","Penngrove CDP, California","2071","760","1394","146","-","**","3085","1264","-","**","-","**","-","**",
"1600000US0656518","Penn Valley CDP, California","1664","393","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0656546","Penryn CDP, California","1463","488","-","**","-","**","1412","380","-","**","-","**","-","**",
"1600000US0656598","Pepperdine University CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0656700","Perris city, California","1563","127","1329","121","935","130","1449","112","1857","134","2200","140","2063","469",
"1600000US0656756","Pescadero CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0656784","Petaluma city, California","2361","112","1955","720","1505","318","2378","214","3134","142","2500","1001","3067","1584",
"1600000US0656786","Petaluma Center CDP, California","2289","909","-","**","-","**","-","**","-","**","2257","73","-","**",
"1600000US0656798","Peters CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0656826","Phelan CDP, California","1473","187","-","**","962","534","1042","159","1674","142","1825","733","-","**",
"1600000US0656854","Phillipsville CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0656868","Philo CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0656870","Phoenix Lake CDP, California","1235","969","-","**","-","**","1599","762","-","**","-","**","-","**",
"1600000US0656924","Pico Rivera city, California","1702","69","1435","279","1339","274","1745","76","2221","122","2720","302","-","**",
"1600000US0656938","Piedmont city, California","3,500+","***","-","**","-","**","3,500+","***","3,500+","***","3,500+","***","-","**",
"1600000US0657011","Pierpoint CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0657036","Pike CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0657070","Pine Canyon CDP, California","1530","313","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0657134","Pine Flat CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0657148","Pine Grove CDP, California","1282","181","-","**","-","**","1350","103","-","**","-","**","-","**",
"1600000US0657204","Pine Hills CDP, California","1477","244","-","**","-","**","1554","344","1473","223","-","**","-","**",
"1600000US0657240","Pine Mountain Club CDP, California","1375","433","-","**","-","**","1443","1400","1242","315","-","**","-","**",
"1600000US0657244","Pine Mountain Lake CDP, California","1474","249","-","**","-","**","1611","586","1767","295","-","**","-","**",
"1600000US0657260","Pine Valley CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0657288","Pinole city, California","2409","267","-","**","1460","304","2139","263","3136","231","3454","530","-","**",
"1600000US0657302","Piñon Hills CDP, California","1401","223","-","**","-","**","-","**","1414","200","1508","1498","-","**",
"1600000US0657330","Pioneer CDP, California","1250","875","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0657372","Piru CDP, California","1375","419","-","**","-","**","-","**","1245","333","1513","744","-","**",
"1600000US0657414","Pismo Beach city, California","2199","225","1411","482","1512","164","2398","181","2891","360","-","**","-","**",
"1600000US0657456","Pittsburg city, California","2134","61","1988","338","1744","196","2203","89","2177","129","2328","203","3,500+","***",
"1600000US0657512","Pixley CDP, California","1001","332","-","**","778","7","1046","304","1338","599","-","**","-","**",
"1600000US0657526","Placentia city, California","2166","63","1587","390","1843","115","2106","76","2748","347","3,500+","***","3,500+","***",
"1600000US0657540","Placerville city, California","1182","128","-","**","853","46","1132","168","1773","106","1700","793","-","**",
"1600000US0657568","Plainview CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0657582","Planada CDP, California","991","118","-","**","-","**","1046","116","1024","261","-","**","-","**",
"1600000US0657666","Platina CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0657764","Pleasant Hill city, California","2419","169","1994","247","1977","193","2661","142","2921","255","3471","511","2843","1178",
"1600000US0657792","Pleasanton city, California","2815","66","2160","201","2210","132","2850","62","3,500+","***","3,500+","***","3,500+","***",
"1600000US0657825","Pleasure Point CDP, California","2516","579","1397","205","1490","1397","2656","345","3,500+","***","-","**","-","**",
"1600000US0657828","Plumas Eureka CDP, California","1466","915","-","**","-","**","1341","243","-","**","-","**","-","**",
"1600000US0657829","Plumas Lake CDP, California","2262","55","-","**","-","**","-","**","2242","51","-","**","-","**",
"1600000US0657834","Plymouth city, California","1214","165","-","**","-","**","1036","534","1340","162","-","**","-","**",
"1600000US0657876","Point Arena city, California","1067","579","-","**","-","**","-","**","2132","697","-","**","-","**",
"1600000US0657960","Point Reyes Station CDP, California","1915","290","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0658030","Pollock Pines CDP, California","950","179","615","43","985","111","1337","92","1766","214","-","**","-","**",
"1600000US0658072","Pomona city, California","1631","35","1385","177","1305","55","1647","62","1997","88","2451","217","2476","331",
"1600000US0658134","Ponderosa CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0658191","Poplar-Cotton Center CDP, California","893","161","-","**","597","49","950","109","760","298","1038","236","-","**",
"1600000US0658226","Port Costa CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0658240","Porterville city, California","1086","38","725","249","736","51","1022","71","1310","115","1630","378","3200","141",
"1600000US0658296","Port Hueneme city, California","1889","83","1382","285","1169","202","1903","110","2472","306","2409","246","-","**",
"1600000US0658352","Portola city, California","837","131","-","**","427","67","1014","389","975","750","-","**","-","**",
"1600000US0658380","Portola Valley town, California","3,500+","***","-","**","3,500+","***","3,500+","***","-","**","-","**","-","**",
"1600000US0658422","Posey CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0658436","Poso Park CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0658456","Post Mountain CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0658471","Potomac Park CDP, California","1085","61","-","**","451","392","989","174","1118","46","1468","409","-","**",
"1600000US0658478","Potrero CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0658506","Potter Valley CDP, California","1674","226","-","**","-","**","-","**","1467","525","-","**","-","**",
"1600000US0658520","Poway city, California","2165","119","2352","769","1688","93","2026","135","2505","291","3194","388","3454","534",
"1600000US0658618","Prattville CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0658758","Princeton CDP, California","1169","195","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0658814","Proberta CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0658870","Prunedale CDP, California","1746","170","-","**","1352","105","1740","160","1711","261","3,500+","***","-","**",
"1600000US0658940","Pumpkin Center CDP, California","732","387","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0659052","Quartz Hill CDP, California","1395","238","-","**","1120","15","1410","130","1715","316","2076","967","-","**",
"1600000US0659080","Quincy CDP, California","1030","242","-","**","364","82","1186","180","1444","271","-","**","-","**",
"1600000US0659115","Rackerby CDP, California","1208","141","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0659220","Rail Road Flat CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0659248","Rainbow CDP, California","1847","659","-","**","-","**","1365","661","2200","200","2219","131","-","**",
"1600000US0659290","Raisin City CDP, California","688","239","-","**","-","**","-","**","678","102","-","**","-","**",
"1600000US0659346","Ramona CDP, California","1739","111","-","**","1363","51","1681","115","1941","397","2770","79","-","**",
"1600000US0659426","Rancho Calaveras CDP, California","1967","1049","-","**","-","**","-","**","2546","1243","-","**","-","**",
"1600000US0659444","Rancho Cordova city, California","1599","46","1352","126","1284","67","1570","64","1898","85","2389","290","2650","1234",
"1600000US0659451","Rancho Cucamonga city, California","2184","43","1706","155","1779","69","2196","42","2583","78","2866","182","3,500+","***",
"1600000US0659500","Rancho Mirage city, California","1642","325","1342","369","876","164","1563","385","2637","986","3,500+","***","-","**",
"1600000US0659503","Rancho Mission Viejo CDP, California","2746","240","-","**","1779","817","2947","344","3,500+","***","3321","3084","-","**",
"1600000US0659506","Rancho Murieta CDP, California","3063","1094","-","**","-","**","-","**","3106","806","-","**","-","**",
"1600000US0659514","Rancho Palos Verdes city, California","3284","221","2582","1431","2288","91","2970","260","3,500+","***","3,500+","***","3,500+","***",
"1600000US0659550","Rancho San Diego CDP, California","2316","157","1783","75","2271","251","2156","190","3069","244","3,500+","***","-","**",
"1600000US0659584","Rancho Santa Fe CDP, California","3,500+","***","-","**","-","**","3447","705","-","**","-","**","-","**",
"1600000US0659587","Rancho Santa Margarita city, California","2441","68","2179","95","2138","88","2590","94","3251","135","3,500+","***","-","**",
"1600000US0659604","Rancho Tehama Reserve CDP, California","824","62","-","**","-","**","-","**","824","58","-","**","-","**",
"1600000US0659668","Randsburg CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0659892","Red Bluff city, California","1068","86","-","**","532","187","1084","58","1523","261","1832","200","-","**",
"1600000US0659896","Red Corral CDP, California","2103","1186","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0659906","Redcrest CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0659920","Redding city, California","1278","37","912","166","896","48","1206","40","1690","47","2091","298","-","**",
"1600000US0659962","Redlands city, California","1755","47","1517","463","1495","141","1732","50","2109","125","2130","191","3144","687",
"1600000US0660018","Redondo Beach city, California","2464","59","2158","150","2159","88","2464","85","3221","243","3,500+","***","3,500+","***",
"1600000US0660088","Redway CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0660102","Redwood City city, California","2899","78","2175","123","2573","97","3258","130","3,500+","***","3,500+","***","3,500+","***",
"1600000US0660214","Redwood Valley CDP, California","1285","590","-","**","-","**","1930","928","-","**","-","**","-","**",
"1600000US0660242","Reedley city, California","1139","54","-","**","904","140","1094","59","1330","85","1793","446","-","**",
"1600000US0660279","Reliez Valley CDP, California","3,500+","***","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0660370","Rexland Acres CDP, California","1335","59","-","**","763","108","-","**","1362","46","-","**","-","**",
"1600000US0660466","Rialto city, California","1553","74","1109","110","1029","108","1500","75","1807","91","2345","167","2612","283",
"1600000US0660592","Richfield CDP, California","967","611","-","**","-","**","967","611","-","**","-","**","-","**",
"1600000US0660606","Richgrove CDP, California","822","76","-","**","708","280","824","146","884","309","1268","801","-","**",
"1600000US0660620","Richmond city, California","1853","81","1439","233","1480","98","1861","104","2291","135","2640","556","2710","1865",
"1600000US0660662","Richvale CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0660704","Ridgecrest city, California","1133","86","775","17","754","78","993","93","1399","166","1680","423","-","**",
"1600000US0660705","Ridgecrest Heights CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0660706","Ridgemark CDP, California","2709","667","-","**","-","**","1858","331","3239","88","-","**","-","**",
"1600000US0660900","Rio Dell city, California","948","75","-","**","749","312","958","201","1176","1079","-","**","-","**",
"1600000US0660928","Rio del Mar CDP, California","2743","388","-","**","723","170","2545","381","3,500+","***","3,500+","***","-","**",
"1600000US0660942","Rio Linda CDP, California","1649","207","-","**","973","207","1245","240","1908","211","1363","201","3139","983",
"1600000US0660970","Rio Oso CDP, California","1375","614","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0660984","Rio Vista city, California","1421","307","-","**","982","147","1538","312","2494","323","-","**","-","**",
"1600000US0661012","Ripley CDP, California","633","359","-","**","-","**","667","617","-","**","-","**","-","**",
"1600000US0661026","Ripon city, California","1728","183","-","**","1237","298","1556","167","2154","150","1438","548","-","**",
"1600000US0661068","Riverbank city, California","1427","256","-","**","779","23","1233","163","1619","172","2014","659","-","**",
"1600000US0661096","Riverdale CDP, California","1136","153","-","**","-","**","934","370","1326","118","1205","173","-","**",
"1600000US0661106","Riverdale Park CDP, California","1467","278","-","**","-","**","-","**","1614","345","-","**","-","**",
"1600000US0661108","Rivergrove CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0661124","River Pines CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0662000","Riverside city, California","1711","29","1295","88","1419","27","1705","38","2034","63","2327","98","2913","134",
"1600000US0662168","Robbins CDP, California","979","140","-","**","-","**","900","299","-","**","-","**","-","**",
"1600000US0662200","Robinson Mill CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0662364","Rocklin city, California","2109","70","2015","204","1643","95","2097","83","2321","91","2896","187","3430","293",
"1600000US0662490","Rodeo CDP, California","1815","266","1658","559","845","611","1785","238","2479","483","2688","1186","-","**",
"1600000US0662496","Rodriguez Camp CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0662546","Rohnert Park city, California","2131","86","1686","125","1758","99","2209","81","2642","219","3300","389","2983","1176",
"1600000US0662602","Rolling Hills city, California","3,500+","***","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0662625","Rolling Hills CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0662644","Rolling Hills Estates city, California","3,500+","***","-","**","-","**","3,500+","***","3,500+","***","3,500+","***","-","**",
"1600000US0662700","Rollingwood CDP, California","1794","545","-","**","-","**","-","**","2283","715","-","**","-","**",
"1600000US0662756","Romoland CDP, California","1972","294","-","**","-","**","-","**","1960","306","-","**","-","**",
"1600000US0662826","Rosamond CDP, California","1144","52","877","334","778","183","1090","122","1602","291","1629","745","-","**",
"1600000US0662854","Rosedale CDP, California","1146","617","-","**","-","**","931","198","1577","1288","3,500+","***","-","**",
"1600000US0662860","Rose Hills CDP, California","1734","598","-","**","-","**","1895","410","-","**","-","**","-","**",
"1600000US0662896","Rosemead city, California","1660","51","1306","124","1328","70","1660","44","2131","160","1951","409","2375","1499",
"1600000US0662910","Rosemont CDP, California","1660","67","-","**","1432","110","1585","112","1831","79","1972","344","-","**",
"1600000US0662938","Roseville city, California","1940","55","1414","238","1583","57","1975","84","2269","71","2840","109","3084","350",
"1600000US0662980","Ross town, California","3108","392","-","**","-","**","3,500+","***","3310","145","-","**","-","**",
"1600000US0663050","Rossmoor CDP, California","3236","340","-","**","-","**","2954","252","3,500+","***","3429","599","-","**",
"1600000US0663106","Rough and Ready CDP, California","929","575","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0663134","Round Mountain CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0663148","Round Valley CDP, California","1381","47","-","**","-","**","1333","318","1371","22","-","**","-","**",
"1600000US0663168","Rouse CDP, California","1243","170","-","**","-","**","1174","94","1208","266","-","**","-","**",
"1600000US0663218","Rowland Heights CDP, California","1868","49","1678","173","1623","90","1804","53","2239","132","2560","292","2488","661",
"1600000US0663302","Rumsey CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0663316","Running Springs CDP, California","1618","495","-","**","-","**","1682","753","1718","230","-","**","-","**",
"1600000US0663386","Ruth CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0663400","Rutherford CDP, California","2060","1048","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0664000","Sacramento city, California","1592","21","1216","82","1306","32","1650","25","1847","39","2038","81","2132","188",
"1600000US0664056","Sage CDP, California","1683","668","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0664140","St. Helena city, California","1898","244","1712","459","1134","98","2323","236","2375","858","3,500+","***","-","**",
"1600000US0664210","Salida CDP, California","2044","260","-","**","-","**","3091","1914","2024","303","2109","754","-","**",
"1600000US0664224","Salinas city, California","1795","33","1317","185","1445","93","1789","45","2099","73","2320","89","3,500+","***",
"1600000US0664252","Salmon Creek CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
