State,Reviewing and approving authorities for projects not requiring rezoning,Reviewing and approving authorities for rezoning,Allows Accessory Dwelling Units,Median height restriction (feet),Modal height restriction (feet),Median parking spaces required,Modal parking spaces required,Proportion of residential districts (including mixed use) in municipality that permit multi-family housing,Explicit growth controls index,Open space requirements index ,Minimum lot size index,Maximum permitted density index,Inclusionary zoning programmes index,Maximum height index,Zoning Restrictiveness Index,Owner-occupied housing units with a mortgage,Mortgage Value Median (dollars),Only Second mortgage,Only Home equity loan,Both second mortgage and home equity loan,No second mortgage and no home equity loan,Home equity loan without a primary mortgage,Median household income (dollars),Median Monthly Household Costs (dollars),Median Real Estate Taxes (dollars),Median Gross Rent Total,Median Gross Rent Total 1 bedroom,Median Gross Rent Total 2 bedroom,Median Gross Rent Total 3 bedroom,City,lat,lng,population,density,Cluster
SC,3,3,1,35,35,1.5,1.5,0.347826087,0,1,1,2,0,35,1.871957746,5130,222800,56,391,19,4586,78,90109,1331,1087,1093,957,1040,1215,Aiken,33.5303,-81.7271,32014,576.2,7
SC,3,3,1,12.5,10,2,2,0.125,0,1,3,2,1,12.5,3.131771312,1758,339600,0,150,10,1597,1,121439,1761,1772,1016,577,992,1424,Beaufort,32.4597,-80.7235,13582,214.6,7
SC,3,3,1,45,50,1.75,1,0.24,0,1,4,1,1,45,3.869064806,25119,435200,433,2651,17,21549,469,132456,2132,2013,1517,1347,1579,1969,Charleston,32.8168,-79.9687,706884,503.3,4
SC,3,2,0,42.5,35,2,1,0.5,0,1,1,2,0,42.5,1.71634268,576,160200,7,167,0,398,4,59397,1061,1067,829,523,841,899,Clinton,34.4781,-81.8638,7624,283.5,3
SC,2,3,0,45,40,1,1,0.411764706,0,0,2,1,0,45,1.697837295,16226,236500,193,1350,47,14405,231,94964,1492,1667,1105,933,1124,1278,Columbia,34.0378,-80.9036,604065,383.1,3
SC,2,3,1,27.5,35,6,6,0.571428571,0,1,4,2,1,27.5,3.12813125,1111,179900,0,53,0,1058,0,60786,1336,1122,801,607,802,914,Georgetown,33.3594,-79.2958,8465,467.4,0
SC,2,3,1,45,45,2,2,0.166666667,0,1,2,2,0,45,1.868317684,7207,247700,74,263,26,6800,44,96391,1439,1779,1060,623,1065,1197,Greer,34.933,-82.2313,37010,609.7,3
SC,2,3,1,35,35,1,1,0.375,0,0,3,1,0,35,2.090038388,3382,343700,69,195,46,2920,152,112903,1890,1626,1290,1066,1186,1662,Hanahan,32.9302,-80.0027,20731,761,4
SC,2,2,1,45,45,2,2,1,0,1,1,3,0,45,0.975409124,539,150700,8,0,0,531,0,60875,1095,589,683,325,692,908,Lake City,33.8676,-79.7534,6080,430.9,3
SC,2,3,1,30,25,2,1,0.333333333,0,1,1,2,0,30,1.476116591,4857,224000,30,501,0,4010,316,88158,1307,1296,1342,1212,1293,1521,Mauldin,34.7821,-82.3032,168313,808.4,7
SC,2,3,0,35,10,2,1,0.666666667,0,1,4,2,0,35,2.65271987,4937,356900,45,515,0,4309,68,90817,1620,1126,1093,883,1065,1313,Myrtle Beach,33.7094,-78.8844,332181,594.6,7
SC,3,3,1,32,70,1.5,2,0.636363636,0,1,1,3,0,32,1.526865346,5024,210400,117,322,33,4404,148,98803,1324,1241,969,878,940,1138,North Augusta,33.5214,-81.9547,24425,442.9,7
SC,2,2,0,35,35,2,2,0.538461538,0,1,4,1,0,35,2.842197204,1188,194700,0,84,0,1028,76,75848,1136,882,757,435,880,1269,Seneca,34.6818,-82.96,8834,413.8,3
SC,3,3,1,35,35,2,2,0.363636364,0,1,4,1,0,35,3.393653426,4783,184300,104,452,19,4144,64,87727,1277,1651,983,859,985,1050,Spartanburg,34.9442,-81.9251,200000,730.2,7
SC,4,4,1,35,35,3,3,0.571428571,0,1,1,2,0,35,2.423413968,5290,197000,198,207,0,4850,35,73640,1345,1238,1019,653,1015,1062,Sumter,33.9392,-80.393,71234,505.8,7
SC,2,3,1,35,35,1.25,1,0.291666667,0,0,1,2,0,35,0.960543801,687,277900,0,67,0,612,8,116146,1459,1589,1015,665,1032,848,Travelers Rest,34.9582,-82.4412,7929,490.5,3
SC,2,3,1,40,35,1.5,1,0.333333333,0,0,2,4,0,40,0.662560094,2703,184300,17,353,0,2275,58,77292,1213,1173,982,944,931,1173,West Columbia,33.9932,-81.0936,17459,725.2,3
SC,0,3,0,35,35,1.5,1,0.333333333,0,0,1,4,0,35,-0.52132331,743,188600,21,0,0,708,14,83771,1445,1020,825,475,794,1268,Woodruff,34.7421,-82.0371,4262,324.3,3
SD,2,2,0,45,45,1.5,1.5,0.714285714,0,1,4,1,0,45,2.842197204,4530,195700,22,328,22,4109,49,93050,1424,2694,741,562,794,914,Aberdeen,45.4649,-98.4686,28388,663.6,3
SD,2,4,0,32.5,35,2,2,0.214285714,0,0,4,2,0,32.5,2.292762147,2644,226700,76,85,9,2457,17,104956,1580,2804,856,751,825,1237,Brookings,44.3022,-96.7859,23530,668.9,3
SD,2,3,0,35,15,2,2,0,0,1,1,2,0,35,1.476116591,533,180400,0,50,0,483,0,98792,1382,2546,668,575,694,1140,Canton,43.3032,-96.5848,3060,361.3,3
SD,2,4,0,35,35,1.5,1,0.153846154,0,0,4,2,0,35,2.292762147,1799,171300,26,42,10,1708,13,89273,1298,2044,812,454,837,1014,Huron,44.3623,-98.2094,14179,563.3,3
SD,2,3,0,30,100,2,2,0,0,1,4,4,0,30,1.962535069,518,139800,0,39,0,440,39,72500,1267,2163,825,835,800,785,Mobridge,45.5409,-100.4349,3130,616.6,7
SD,2,3,1,42.5,45,2,2,1,0,1,4,2,1,42.5,3.12813125,11592,255300,156,1073,65,10186,112,87417,1585,2884,975,777,1060,1156,Rapid City,44.0716,-103.2204,87826,530.3,4
SD,1,2,0,22,22,1,1,0,0,0,1,2,0,22,0.40908758,357,121800,12,7,0,327,11,87875,1198,2138,636,599,713,721,Redfield,44.8725,-98.5187,2253,451.1,7
SD,5,4,1,35,50,1.5,1,0.269230769,0,1,4,2,0,35,3.995858402,31810,260300,467,2556,154,28264,369,106574,1610,3110,965,839,974,1202,Sioux Falls,43.5396,-96.7311,204484,926,7
SD,2,3,0,19,12,2,2,0.25,0,0,3,1,0,19,2.090038388,195,104200,0,4,0,191,0,89583,947,1388,552,529,598,516,Sisseton,45.6625,-97.0454,2564,622.1,7
SD,1,3,0,35,35,2.625,2,0.5,0,0,1,1,0,35,0.909795046,1422,290200,1,4,0,1400,17,107852,1622,3154,913,554,955,1342,Spearfish,44.4909,-103.8155,12268,274.8,3
SD,3,4,0,40,35,2,2,0.2,0,0,1,3,0,40,1.166907623,2293,197900,16,84,0,2169,24,99625,1434,2477,754,599,825,1001,Yankton,42.8901,-97.3927,15421,686.8,3
TN,3,3,1,35,35,5,1,0.25,0,1,2,1,0,35,2.60925124,1585,211600,0,119,62,1390,14,91439,1255,1535,1017,636,1065,1156,Alcoa,35.8076,-83.9753,11095,285.6,7
TN,1,3,1,40,40,1.5,2,0.666666667,0,1,1,2,0,40,1.080275435,2008,191500,15,91,4,1874,24,82955,1119,914,795,674,753,963,Athens,35.4573,-84.6045,14091,350.8,3
TN,2,3,0,35,35,2,2,0.5,0,1,1,2,0,35,1.476116591,743,135500,0,50,0,693,0,63168,1059,942,822,329,642,1050,Bolivar,35.2645,-89.0118,5197,247.3,3
TN,1,2,0,37.5,40,2,1,0.25,0,0,1,2,0,37.5,0.40908758,282,133000,0,10,0,272,0,81250,950,701,785,323,591,854,Camden,36.0663,-88.1047,3670,249.6,3
TN,2,3,1,45,30,2,2,0.666666667,0,0,1,1,0,45,1.305636202,5348,242700,86,404,9,4747,102,103039,1463,1422,922,680,900,1203,Cleveland,35.1817,-84.8707,72870,597,3
TN,1,2,0,35,35,2,2,0.666666667,0,1,1,3,0,35,0.579567969,1433,222400,29,112,0,1266,26,89408,1315,1378,861,448,905,1167,Clinton,36.0981,-84.1283,10060,334.1,3
TN,3,3,1,35,35,1,1,0.6,0,1,3,1,0,35,3.001452333,7314,249900,165,348,0,6701,100,85196,1355,1408,1068,780,1032,1136,Columbia,35.6238,-87.0484,42474,485.7,7
TN,3,3,1,35,35,2,1,0.307692308,0,1,1,1,0,35,2.217050146,3265,259200,102,163,0,2976,24,94867,1413,1471,855,679,846,1052,Cookeville,36.1482,-85.5109,34967,377.4,7
TN,2,3,0,35,75,2,1,0.166666667,0,0,3,3,0,35,1.399853587,994,172500,0,37,0,941,16,67649,1241,1075,716,619,736,839,Fayetteville,35.149,-86.5634,7026,282,3
TN,0,2,1,60,600,3,1,0.444444444,0,1,2,2,1,60,1.396431687,14600,587500,107,2167,22,12040,264,150992,2370,2768,1785,1662,1786,2280,Franklin,35.92,-86.8516,83630,725.3,4
TN,1,2,1,37.5,25,2,1,0.666666667,0,0,4,3,0,37.5,1.240598459,858,161400,0,41,0,804,13,93750,995,770,724,370,748,900,Harriman,35.9307,-84.5602,6000,220.7,3
TN,2,2,1,35,35,1,1,0.166666667,0,1,2,2,0,35,1.712702618,7979,183000,139,610,0,7129,101,80058,1372,1377,1007,641,978,1181,Jackson,35.6538,-88.8354,72836,446.9,7
TN,1,3,0,35,35,1.75,1,0.533333333,0,0,1,1,0,35,0.909795046,8906,232100,209,985,0,7519,193,97331,1432,1729,893,682,912,1033,Johnson City,36.3406,-82.3806,131718,628.5,3
TN,2,2,0,22.5,12,2,2,0.416666667,0,0,2,2,0,22.5,1.197129828,8077,183900,73,562,18,7214,210,81860,1225,1512,772,598,775,914,Kingsport,36.5224,-82.5454,101323,406.7,7
TN,3,3,1,30,15,1,1,0.238095238,0,1,4,1,0,30,3.393653426,2964,363400,54,160,0,2647,103,120372,2139,3547,1480,1265,1375,1797,Lakeland,35.2585,-89.7308,13811,227.3,4
TN,2,3,0,42.5,50,1,1,0.5,0,0,1,2,0,42.5,0.960543801,6936,248000,119,280,0,6485,52,82450,1440,1391,1603,574,1212,1746,La Vergne,36.02,-86.5586,38553,602.3,3
TN,1,3,0,40,40,2,1,0.4,0,0,2,3,0,40,0.611811339,1372,155700,0,69,0,1265,38,59722,1104,1112,729,399,781,905,Lawrenceburg,35.2497,-87.3325,11592,353.4,3
TN,2,3,0,35,50,1,1,0.266666667,0,1,4,2,0,35,2.65271987,5926,340400,79,399,7,5355,86,102061,1694,1998,1151,1071,1147,1311,Lebanon,36.204,-86.3481,39562,381.2,7
TN,2,3,1,35,35,2,2,0.428571429,0,1,2,5,0,35,0.833040483,1174,125800,35,47,0,1092,0,56727,974,905,720,399,814,761,McMinnville,35.6864,-85.7812,13756,480.2,7
TN,2,3,0,20,12,1,1,0.666666667,0,1,3,3,0,20,1.915426377,5271,254100,150,364,0,4651,106,100987,1498,1939,1070,713,985,1335,Maryville,35.7468,-83.9789,31876,712.8,7
TN,2,3,1,35,35,2,1,0.4,0,1,1,3,0,35,1.131024191,1084,246800,0,40,0,1038,6,83958,1579,1810,1191,1048,1102,1658,Millersville,36.3969,-86.7111,5818,162.7,7
TN,2,3,1,35,35,2,2,0.416666667,0,1,2,1,0,35,2.213410084,8092,381900,54,498,18,7411,111,126154,1922,1781,1774,1209,1656,1904,Mount Juliet,36.199,-86.5115,39525,592.5,4
TN,2,3,0,40,40,2,2,0,0,0,1,3,0,40,0.615451401,718,218500,0,31,10,660,17,55846,1341,899,685,683,654,836,Mount Pleasant,35.5483,-87.1872,4781,146.8,3
TN,2,3,1,80,80,2,4,0.416666667,0,1,3,2,0,80,2.260518777,21863,333900,159,1346,192,19939,227,114696,1752,1992,1272,1096,1243,1598,Murfreesboro,35.849,-86.4121,184763,926.1,3
TN,2,2,0,30,30,1,1,0,0,0,1,1,0,30,1.150021136,965,126600,0,53,0,912,0,51948,899,1342,750,456,758,1026,Newport,35.9617,-83.1976,6850,478,3
TN,1,2,1,27.5,25,2,3,0.666666667,0,1,3,3,0,27.5,1.363970155,495,258900,58,13,0,417,7,65509,1177,673,858,774,891,808,Pigeon Forge,35.7977,-83.5623,6345,177.3,7
TN,2,3,0,35,35,2,2,0.4,0,0,1,1,0,35,1.305636202,583,139400,37,79,0,467,0,73594,968,1188,708,409,668,987,Rockwood,35.8692,-84.6731,5468,263.4,3
TN,1,3,0,35,65,1,1,0.166666667,0,1,1,2,0,35,1.080275435,596,144500,0,13,0,583,0,58629,1026,680,724,390,642,975,Savannah,35.221,-88.236,7206,407.9,3
TN,1,3,1,35,35,1.5,1,0.666666667,0,0,1,2,0,35,0.564702646,2870,176000,18,119,0,2695,38,67639,1087,1231,882,800,837,1156,Shelbyville,35.4987,-86.4517,23676,495.8,3
TN,1,2,0,35,35,2,2,0,0,0,1,3,0,35,0.06399518,2593,231600,89,197,0,2299,8,77224,1382,1378,1000,659,885,1105,Springfield,36.4949,-86.8711,18775,544.4,3
TX,1,1,0,35,35,2,1,0.833333333,0,0,3,1,0,35,1.3829671,474,156900,0,4,0,470,0,92088,1472,2824,709,425,713,987,Abernathy,33.842,-101.8162,3266,393.8,3
TX,2,3,1,27.5,100,2,1,0.4375,0,0,3,1,0,27.5,2.090038388,13682,182800,50,370,11,13100,151,92242,1522,3316,1060,826,1058,1274,Abilene,32.4543,-99.7384,126356,457.4,7
TX,3,3,0,30.5,25,2,2,0.285714286,0,0,1,2,0,30.5,1.356384957,1417,703400,0,55,0,1362,0,244215,3752,10000,1390,981,1670,4000,Alamo Heights,29.4828,-98.4682,7417,1555.7,1
TX,3,3,0,15,12,2,2,0.8,0,0,1,2,0,15,1.356384957,26455,185500,154,678,9,25402,212,93342,1503,3143,997,800,995,1265,Amarillo,35.1984,-101.8316,205903,750.2,7
TX,2,3,1,45.75,24,1.4,1,0.452380952,2,1,1,1,0,45.75,2.287479244,46134,261200,352,1614,41,43658,469,109171,1835,4876,1297,1121,1321,1706,Arlington,32.6998,-97.125,393469,1585.1,4
TX,2,3,1,40,35,1,1,0.695652174,0,1,3,1,1,40,3.081022557,126070,469700,2475,6067,215,116387,926,148022,2445,7603,1549,1372,1670,2020,Austin,30.3005,-97.7522,1905945,1154.1,2
TX,2,3,1,30,75,3,5.25,0.8,0,1,3,1,0,30,2.605611177,8382,176100,19,182,29,8020,132,93065,1581,3283,1207,992,1185,1488,Baytown,29.7587,-94.9671,84449,808.4,0
TX,2,2,1,20,20,2,1,0.777777778,0,0,3,2,0,20,1.589330921,11358,174600,152,268,35,10716,187,95272,1618,3390,992,799,1023,1260,Beaumont,30.0849,-94.1451,140930,537.6,7
TX,2,2,0,35,35,2,2,0.2,0,0,1,1,0,35,1.150021136,1017,137100,0,53,0,964,0,93444,1223,1930,986,634,957,1149,Beeville,28.4053,-97.749,13637,825.3,3
TX,2,3,0,40,15,2,2,0.666666667,0,1,3,1,0,40,2.605611177,3858,266100,25,96,0,3672,65,117148,1922,5391,1389,1188,1394,1825,Benbrook,32.6788,-97.4637,24366,874.2,4
TX,2,2,0,15,15,1,1,0,0,0,1,5,0,15,-0.230348466,1348,111400,45,61,0,1232,10,78197,1164,2021,868,415,754,1086,Borger,35.6598,-101.4012,12505,537.4,7
TX,1,3,0,40,50,2,2,0.5,0,0,4,2,0,40,1.741305925,786,199100,0,37,0,749,0,92794,1434,2771,1161,918,932,1530,Bowie,33.5566,-97.844,5483,383.6,3
TX,2,2,0,26.5,10,2,1,0,0,1,4,2,0,26.5,2.497104804,14150,140500,37,150,26,13870,67,75966,1339,2798,872,631,810,1069,Brownsville,25.9975,-97.458,215269,548.4,7
TX,2,3,0,38.5,42,2,2,0.222222222,0,0,3,2,0,38.5,1.744945988,1916,137700,0,32,0,1867,17,90862,1354,2607,835,594,913,1104,Brownwood,31.7127,-98.9767,18820,485.4,3
TX,3,3,1,15,12,2,1,0.333333333,0,1,3,2,0,15,2.656359932,8645,207500,50,65,0,8503,27,89602,1580,3773,1109,953,1064,1435,Bryan,30.665,-96.3807,84820,599.2,7
TX,2,3,1,45,45,2,2,0.2,0,1,3,1,0,45,2.605611177,1366,168700,64,17,0,1285,0,102215,1535,3563,875,628,825,1043,Burkburnett,34.0746,-98.5672,10979,367.2,3
TX,2,2,0,35.5,30,2,2,0.25,0,1,1,2,0,35.5,1.320501525,7902,270800,95,193,38,7570,6,106627,1862,4961,1571,1245,1440,1700,Burleson,32.517,-97.3344,48970,668,4
TX,2,3,0,30.5,36,2,1,0.217391304,0,1,2,1,0,30.5,2.213410084,19308,332400,197,855,33,17990,233,133297,2161,5652,1555,1305,1637,2146,Carrollton,32.989,-96.8999,132284,1393.3,4
TX,3,3,1,27.5,30,1,1,0.5,0,1,1,5,0,27.5,0.836680545,385,272000,0,11,0,374,0,109018,1718,4000,1203,1077,1153,1500,Castroville,29.3513,-98.8711,2994,330.3,7
TX,3,3,1,35,35,2,2,0.166666667,0,1,3,1,0,35,3.001452333,8094,255600,50,344,78,7565,57,110839,1860,4879,1676,1392,1430,1766,Cedar Hill,32.581,-96.9591,48733,525.8,4
TX,2,3,1,20,35,1.5,1,0.470588235,0,1,4,1,0,20,2.99781227,14141,442400,260,946,16,12839,80,159031,2521,8914,1677,1338,1719,1905,Cedar Park,30.5105,-97.8197,76344,1152.4,4
TX,2,3,0,23,35,1.75,2,0.333333333,0,0,4,2,0,23,2.137147081,461,106500,0,0,0,461,0,71719,1328,1748,942,1043,914,1027,Center,31.793,-94.1795,5221,252.4,7
TX,3,3,0,35,35,2,1,0.428571429,0,1,4,2,0,35,3.048561025,9759,315200,252,289,0,9131,87,125544,2144,6049,1129,983,1041,1537,College Station,30.5852,-96.2959,213177,909,4
TX,2,3,1,35,45,1.5,2,0.342105263,0,1,4,1,1,35,3.473223651,37115,205500,263,649,34,35991,178,99825,1757,3994,1178,977,1195,1531,Corpus Christi,27.7254,-97.3767,337230,756.1,4
TX,2,3,1,35,35,2,2,0.181818182,0,1,3,1,0,35,2.605611177,713,257400,0,0,0,713,0,108203,1920,5866,1152,1113,1076,1613,Crandall,32.6233,-96.4525,4028,240.1,4
TX,2,3,1,20,15,1,1,0.333333333,0,1,1,1,0,20,1.821208991,458,177200,0,22,0,436,0,94286,1170,1470,940,449,973,1143,Cuero,29.1023,-97.2871,8138,478.7,7
TX,2,3,0,20,20,1,1,0.535714286,0,1,1,1,1,20,2.296620371,119786,325500,2600,3780,199,112317,890,115939,2068,5719,1305,1192,1411,1448,Dallas,32.7935,-96.7667,5830932,1478.7,2
TX,2,3,0,45,45,2,2,0.333333333,0,1,2,1,1,45,2.688821464,1018,236300,0,34,0,984,0,111820,1599,3269,889,562,816,1314,Decatur,33.2263,-97.5875,6781,297.7,3
TX,2,3,1,35,35,2,2,0.307692308,0,1,4,1,0,35,2.99781227,2716,147400,0,82,0,2623,11,80446,1283,2374,1058,842,1098,1351,Denison,33.7672,-96.5808,24872,330.7,7
TX,2,3,1,60,40,1.5,2,0.6,0,1,4,1,1,60,3.473223651,16758,311600,161,413,22,16084,78,112602,2054,5657,1264,1050,1311,1632,Denton,33.2175,-97.1418,438492,567.5,4
TX,2,3,0,15,50,2,2,0.214285714,0,1,3,2,0,15,2.260518777,4935,214500,110,141,19,4656,9,87441,1603,4131,1458,1243,1365,1642,Duncanville,32.646,-96.9127,40288,1388.6,7
TX,1,3,0,35,35,2,2,0.5,0,0,1,2,0,35,0.564702646,3072,202500,31,26,9,3006,0,93750,1564,3542,730,611,828,793,Eagle Pass,28.7125,-100.484,28166,1154.4,3
TX,2,3,1,16,16,1,1,0.692307692,0,1,4,1,1,16,3.473223651,78640,173300,840,2418,186,74018,1178,82878,1484,4025,976,777,930,1183,El Paso,31.8476,-106.43,865270,1011.4,2
TX,2,2,0,30,35,1,2,0.416666667,0,1,1,3,0,30,0.975409124,6073,283300,47,220,39,5694,73,120263,1893,4893,1497,1209,1650,1888,Euless,32.8508,-97.08,60360,1447,4
TX,2,3,0,40,40,2,2,0.304347826,0,0,1,2,0,40,0.960543801,4087,323800,99,127,12,3831,18,113011,1983,5510,1701,1581,1880,1844,Farmers Branch,32.9272,-96.8804,35985,1169.4,4
TX,1,2,0,60,75,1,1,0.5,0,0,1,5,0,60,-0.626189621,976,265400,0,0,0,961,15,101220,1761,4042,1031,737,1064,1082,Floresville,29.1451,-98.1651,7440,373.5,3
TX,3,3,1,20,15,2,1,0.75,0,1,4,1,1,20,3.869064806,119214,271600,1179,3301,147,113350,1237,111331,1947,5432,1313,1121,1294,1601,Fort Worth,32.7817,-97.3474,924663,1021.2,2
TX,3,3,1,25,15,2,2,0.4,0,0,3,1,1,25,2.961290923,1233,433700,16,44,0,1162,11,91620,1854,5049,1296,685,1259,1471,Fredericksburg,30.266,-98.8751,11020,462.8,4
TX,2,3,1,30,30,2,1,0.311111111,0,1,4,1,0,30,2.99781227,36247,540100,1153,1618,95,33002,379,194094,3113,9435,1803,1442,1883,2296,Frisco,33.156,-96.8216,202075,1137.6,4
TX,3,2,0,35,35,2,2,0.333333333,0,0,1,3,0,35,0.85567749,525,165200,0,0,0,525,0,67917,1423,2338,848,347,882,1051,Gilmer,32.7318,-94.9461,4892,498.3,3
TX,2,3,0,20,20,1,1,0.6,0,0,1,2,0,20,0.960543801,558,200500,31,0,0,520,7,69771,1498,2961,916,435,911,1071,Gonzales,29.5126,-97.4472,7190,456.6,7
TX,2,3,0,29.5,49,2,2,0.5,0,0,1,2,0,29.5,0.960543801,1885,170100,58,91,0,1736,0,118641,1470,3107,1210,888,1147,1465,Groves,29.9457,-93.9164,17110,1267.2,3
TX,2,3,0,35,35,2,1,0.5,0,1,3,1,0,35,2.605611177,3924,187200,5,147,0,3753,19,82557,1449,3278,1239,1104,1289,1561,Haltom City,32.8176,-97.2707,45771,1431.4,7
TX,2,2,1,35,35,1,1,0.368421053,0,1,1,2,0,35,1.320501525,4652,248000,39,162,0,4417,34,110188,1830,3839,1063,925,921,1179,Harker Heights,31.0572,-97.6446,33036,816.2,7
TX,3,3,0,61.25,80,1.5,2,0.444444444,0,0,4,1,0,61.25,2.878080636,6210,149200,18,130,0,6028,34,80685,1245,2791,867,686,855,1017,Harlingen,26.1916,-97.6977,121441,688.2,3
TX,2,3,0,35,25,1.5,1,0.333333333,0,1,4,1,0,35,2.99781227,1034,147700,0,72,4,958,0,89650,1284,2175,988,369,943,1108,Henderson,32.1576,-94.796,13338,430.9,3
TX,3,2,0,35,65,1,1,0.625,0,1,3,2,0,35,2.500744866,5193,269500,74,158,16,4902,43,103460,1754,4047,1246,1130,1315,1677,Hurst,32.8353,-97.1809,40053,1552.1,4
TX,2,2,1,72,72,2,2,0.555555556,0,1,2,2,0,72,1.712702618,379,120300,0,0,0,379,0,62422,1219,2497,775,842,721,966,Jacksboro,33.2256,-98.1594,4213,225.1,3
TX,3,3,1,35,35,2,1,0.285714286,0,1,4,1,0,35,3.393653426,9601,493900,183,430,0,8925,63,200306,3103,10000,1850,1552,1757,2183,Keller,32.9335,-97.2256,45320,953.3,4
TX,2,2,1,40.5,35,1,1,0.315789474,0,0,1,2,0,40.5,0.804928735,18134,190000,32,192,34,17818,58,85353,1464,3452,1084,729,959,1209,Killeen,31.0753,-97.7297,265921,1086.4,3
TX,1,2,0,10,10,2,2,0.428571429,0,0,3,1,1,10,2.013993547,720,135600,0,13,0,707,0,110000,1259,1854,862,542,658,1173,La Feria,26.1544,-97.8255,6848,613.1,7
TX,2,2,0,35,35,3,2,0.111111111,0,0,1,2,0,35,0.804928735,3357,253100,29,19,0,3286,23,130981,1856,4150,1401,1282,1327,1719,Lake Jackson,29.0516,-95.4521,27954,546.9,3
TX,2,3,0,25,10,2,2,0.5,0,0,1,2,0,25,0.960543801,811,191500,13,0,12,786,0,118563,1410,2679,1269,950,1263,1308,Lake Worth,32.813,-97.4306,4701,736.5,7
TX,3,1,0,35,35,1.25,1,0.5,0,0,1,2,0,35,1.045154825,886,135600,0,0,0,884,2,72453,1234,2043,817,618,898,844,Lamesa,32.7333,-101.9541,8571,647.9,3
TX,2,3,0,35,35,2.5,4,0.25,0,1,1,1,0,35,1.821208991,6215,206700,146,127,1,5896,45,78374,1631,3934,1488,936,1352,1823,Lancaster,32.5922,-96.7739,40958,478.3,3
TX,3,2,1,35,45,2,1,0.6,0,0,3,1,0,35,2.330264477,4961,209300,16,157,0,4698,90,116458,1783,3419,1263,1014,1390,1629,La Porte,29.6689,-95.0484,35782,742.6,4
TX,3,2,0,32.5,10,9,9.5,0.75,0,1,2,1,0,32.5,2.453636173,21194,321300,238,893,61,19840,162,152569,2281,6073,1598,1308,1655,1859,League City,29.4874,-95.1087,113469,853,0
TX,2,3,0,50,50,2,2,0.642857143,0,1,1,1,0,50,1.821208991,1488,223000,59,111,0,1296,22,82381,1678,4370,1109,951,1258,1662,Leon Valley,29.4954,-98.6143,11485,1278.8,3
TX,3,3,1,35,45,1,1,0.590909091,0,1,1,1,0,35,2.217050146,15222,340900,91,770,48,14126,187,131995,2226,5958,1455,1270,1598,1899,Lewisville,33.0454,-96.9815,125028,1187.4,4
TX,2,3,1,20,10,2,2,0.19047619,0,1,3,1,0,20,2.605611177,9330,369600,48,196,17,9069,0,127592,2397,7169,1916,1391,1998,2218,Little Elm,33.1858,-96.9295,48241,1005.8,4
TX,2,3,0,90,90,2.2,2,0.222222222,0,0,1,1,0,90,1.305636202,2635,229100,0,111,0,2512,12,87420,1588,4305,1362,1150,1429,1455,Live Oak,29.5545,-98.3404,15726,1276.5,3
TX,2,3,0,30,20,1.5,1,0.4,0,1,1,4,1,30,1.26134317,1431,222800,28,58,10,1312,23,88614,1622,4640,1122,1010,989,1348,Lockhart,29.8785,-97.6831,14463,357.6,7
TX,2,3,0,50,50,2,1,0.5,0,0,3,1,0,50,2.090038388,9337,178900,75,187,3,8976,96,101400,1455,2734,1000,821,990,1282,Longview,32.5193,-94.7622,111855,568.3,3
TX,2,3,0,35,35,0.96,3,0.25,0,1,2,1,0,35,2.213410084,3222,152100,0,39,0,3143,40,76021,1407,2380,962,874,996,1172,Lufkin,31.3217,-94.7277,34165,385.6,3
TX,2,2,0,15,10,2,2,0.5,0,0,1,3,0,15,0.459836335,14142,181700,117,198,0,13711,116,91667,1526,3486,955,724,962,1307,McAllen,26.2252,-98.2467,797341,884.4,7
TX,2,2,1,20,35,2,1,0.291666667,0,1,4,1,1,20,3.317608584,33189,409000,400,1641,68,31000,80,153158,2583,7905,1740,1338,1675,2175,McKinney,33.2016,-96.667,196160,1131,4
TX,2,2,1,75,45,1,1,0.428571429,0,0,4,2,0,75,1.981532015,12831,362400,124,625,158,11869,55,143634,2501,7651,1670,1438,1683,1823,Mansfield,32.569,-97.1213,73680,773.2,4
TX,2,3,0,10,10,5,5,0.333333333,0,0,1,1,0,38.75,1.305636202,894,235100,12,9,0,873,0,107778,1755,4743,1253,1100,1265,2023,Meadows Place,29.6513,-95.5874,4719,1952.3,0
TX,3,3,1,35,35,2,1,0.6,0,1,3,1,0,35,3.001452333,19466,219700,230,530,119,18412,175,93184,1758,3652,1323,1115,1326,1590,Mesquite,32.7602,-96.5865,149439,1175.4,4
TX,3,3,1,35,45,1.75,1,0.4,0,0,4,1,0,35,2.878080636,7224,353100,253,174,0,6769,28,139077,2316,6353,1506,1121,1445,2068,Midlothian,32.4669,-96.989,35460,215.4,4
TX,2,3,0,50,75,2,2,0.428571429,0,1,1,2,0,50,1.476116591,1204,162800,4,4,0,1191,5,83333,1229,2307,768,566,810,1078,Mount Pleasant,33.1586,-94.9727,16065,326.9,3
TX,2,3,1,11,11,1,1,0.25,0,0,1,4,0,11,0.270359001,2016,169700,29,36,14,1922,15,96905,1464,2350,873,732,924,1050,Nacogdoches,31.6134,-94.6528,32148,449.6,7
TX,2,3,0,32.5,40,2,2,0.555555556,0,0,1,2,0,32.5,0.960543801,452,356600,0,0,0,443,9,139318,2433,4891,1237,900,1350,2099,Nassau Bay,29.5448,-95.0865,5215,1657.6,4
