"lhs","Var.2","rhs","support","confidence","coverage","lift","count"
"{planning_nz, council_rz}","=>","{council_nz}",0.745923397800531,0.870739265161576,0.856655290102389,1.08002795965714,1967
"{half_acre_less, council_rz}","=>","{council_nz}",0.351915054986727,0.870544090056285,0.404247250663633,1.07978587275561,928
"{max_den_cat5, zoning_rz}","=>","{open_space}",0.243458475540387,0.729545454545454,0.333712552142586,1.07957988980716,642
"{max_den_cat5, planning_nz, planning_rz, adu}","=>","{council_nz}",0.203261281759575,0.86871961102107,0.233978005309063,1.0775228665393,536
"{half_acre_less, council_nz, planning_nz, planning_rz}","=>","{council_rz}",0.328403488813045,0.982973893303065,0.334091770951839,1.07600753700298,866
"{half_acre_less, council_nz, planning_rz}","=>","{council_rz}",0.338263177853622,0.982378854625551,0.344330678801669,1.07535618084167,892
"{max_den_cat5, planning_rz, adu}","=>","{council_nz}",0.207432688661358,0.866877971473851,0.239287068638604,1.0752385751536,547
"{half_acre_less, council_nz, planning_nz}","=>","{council_rz}",0.333712552142586,0.982142857142857,0.339780053090633,1.07509784735812,880
"{half_acre_less, council_nz}","=>","{council_rz}",0.351915054986727,0.980972515856237,0.35874099355328,1.07381673902569,928
"{open_space, council_nz, planning_rz}","=>","{council_rz}",0.526734926052332,0.978858350951374,0.53811149032992,1.07150247881228,1389
"{open_space, max_den_cat5, planning_nz, planning_rz}","=>","{council_nz}",0.285930982176716,0.86368843069874,0.331058020477816,1.07128240439914,754
"{open_space, council_nz}","=>","{council_rz}",0.542662116040956,0.978127136021873,0.55479711793705,1.07070205798658,1431
"{half_acre_less, planning_nz, planning_rz}","=>","{council_nz}",0.334091770951839,0.862879529872674,0.387182404247251,1.0702790782099,881
"{max_den_cat5, planning_nz, adu}","=>","{council_nz}",0.204778156996587,0.862619808306709,0.23739097459234,1.06995693062314,540
"{council_rz, planning_rz}","=>","{council_nz}",0.755403868031854,0.862337662337662,0.875995449374289,1.06960696876031,1992
"{open_space, max_den_cat5, planning_nz}","=>","{council_nz}",0.288206295032234,0.861678004535147,0.334470989761092,1.06878875727149,760
"{open_space, max_den_cat5, planning_rz}","=>","{council_nz}",0.292377701934016,0.860491071428571,0.339780053090633,1.06731653591587,771
"{council_nz, planning_rz}","=>","{council_rz}",0.755403868031854,0.974083129584352,0.77550246492226,1.06627530623244,1992
"{council_nz, adu}","=>","{council_rz}",0.363291619264316,0.973577235772358,0.373151308304892,1.06572153205965,958
"{max_den_cat5, adu}","=>","{council_nz}",0.212741751990899,0.859111791730475,0.247629882442169,1.06560573602693,561
"{council_nz, planning_nz}","=>","{council_rz}",0.745923397800531,0.972799208704253,0.766780432309442,1.06486986855671,1967
"{council_nz, zoning_rz}","=>","{council_rz}",0.555934774364809,0.972793629727936,0.571482745544179,1.06486376155773,1466
"{open_space, max_den_cat5}","=>","{council_nz}",0.29806598407281,0.858078602620087,0.347364429275692,1.06432421218682,786
"{half_acre_less, planning_nz}","=>","{council_nz}",0.339780053090633,0.8565965583174,0.396662874478574,1.06248594745201,896
"{max_den_cat5, planning_nz, planning_rz}","=>","{council_nz}",0.37808115282518,0.856529209621993,0.441410693970421,1.06240241099398,997
"{max_den_cat4, council_nz}","=>","{council_rz}",0.241941600303375,0.968133535660091,0.249905195297687,1.05976261250961,638
"{open_space, council_rz, planning_rz, zoning_rz, adu}","=>","{planning_nz}",0.206674251042852,0.989110707803993,0.208949563898369,1.05812776327754,545
"{open_space, planning_rz, zoning_rz, adu}","=>","{planning_nz}",0.232840348881305,0.988727858293076,0.235494880546075,1.05771819972367,614
"{council_nz, planning_rz, zoning_rz, adu}","=>","{planning_nz}",0.230185817216534,0.988599348534202,0.232840348881305,1.05758072295525,607
"{inclusionary, council_nz}","=>","{council_rz}",0.216154721274175,0.966101694915254,0.223739097459234,1.05753846803301,570
"{max_den_cat5, planning_nz}","=>","{council_nz}",0.381114903299204,0.852417302798982,0.447098976109215,1.05730217661379,1005
"{planning_rz, zoning_rz, adu}","=>","{planning_nz}",0.292756920743269,0.987212276214834,0.296549108835798,1.05609686506228,772
"{council_rz, zoning_rz}","=>","{council_nz}",0.555934774364809,0.850841555426582,0.653394008342814,1.05534768657568,1466
"{max_den_cat5, planning_rz}","=>","{council_nz}",0.388699279484262,0.846407927332783,0.459233978005309,1.04984840281117,1025
"{open_space, council_nz, planning_rz, zoning_rz}","=>","{planning_nz}",0.375047402351157,0.981150793650794,0.382252559726962,1.04961243117937,989
"{inclusionary, council_rz}","=>","{council_nz}",0.216154721274175,0.845697329376855,0.255593477436481,1.04896700732209,570
"{open_space, planning_rz, zoning_rz}","=>","{planning_nz}",0.465301478953356,0.980031948881789,0.47478194918468,1.04841551691735,1227
"{max_den_cat5, council_rz, planning_rz, adu}","=>","{planning_nz}",0.221843003412969,0.979899497487437,0.226393629124005,1.04827382347845,585
"{max_den_cat5, council_nz, planning_rz, adu}","=>","{planning_nz}",0.203261281759575,0.979890310786106,0.207432688661358,1.04826399575779,536
"{open_space, half_acre_less, planning_rz}","=>","{council_rz}",0.232081911262799,0.95625,0.242700037921881,1.04675435865504,612
"{open_space, max_den_cat5, council_nz, planning_rz}","=>","{planning_nz}",0.285930982176716,0.977950713359274,0.292377701934016,1.0461890592813,754
"{open_space, council_nz, planning_rz, adu}","=>","{planning_nz}",0.285551763367463,0.977922077922078,0.291998483124763,1.04615842575275,753
"{max_den_cat5, planning_rz, adu}","=>","{planning_nz}",0.233978005309063,0.977812995245642,0.239287068638604,1.04604173162789,617
"{council_nz, zoning_rz, adu}","=>","{planning_nz}",0.231323473644293,0.977564102564103,0.236632536973834,1.04577547199251,610
"{council_nz, planning_rz, adu}","=>","{planning_nz}",0.354948805460751,0.977035490605428,0.363291619264316,1.0452099751426,936
"{open_space, half_acre_less, council_nz, planning_rz}","=>","{planning_nz}",0.208570345089116,0.976909413854352,0.213500189609405,1.04507510114967,550
"{two_acre_more, council_rz, planning_rz}","=>","{planning_nz}",0.208191126279863,0.976868327402135,0.213120970800152,1.04503114781316,549
"{max_den_cat4, planning_nz}","=>","{zoning_rz}",0.213120970800152,0.751336898395722,0.283655669321198,1.04497647735734,562
"{open_space, half_acre_less}","=>","{council_rz}",0.238528631020099,0.954476479514416,0.249905195297687,1.04481298317954,629
"{half_acre_less, planning_rz}","=>","{council_nz}",0.344330678801669,0.842300556586271,0.408797876374668,1.04475379478739,908
"{open_space, council_rz, planning_rz, adu}","=>","{planning_nz}",0.315130830489192,0.976498237367803,0.322715206674251,1.04463523405229,831
"{open_space, council_nz, planning_rz}","=>","{planning_nz}",0.52521805081532,0.976039464411557,0.53811149032992,1.04414444935224,1385
"{council_nz, planning_rz, zoning_rz}","=>","{planning_nz}",0.540386803185438,0.975359342915811,0.554038680318544,1.04341687110304,1425
"{open_space, max_den_cat5, council_rz, planning_rz}","=>","{planning_nz}",0.313993174061433,0.975265017667845,0.321956769055745,1.04331596413392,828
"{open_space, council_rz, zoning_rz, adu}","=>","{planning_nz}",0.208570345089116,0.975177304964539,0.213879408418658,1.04322213111217,550
"{open_space, half_acre_less, planning_rz}","=>","{planning_nz}",0.236632536973834,0.975,0.242700037921881,1.04303245436105,624
"{zoning_rz, adu}","=>","{planning_nz}",0.295411452408039,0.974968710888611,0.302995828593098,1.04299898199321,779
"{council_rz, planning_rz, adu}","=>","{planning_nz}",0.392491467576792,0.974576271186441,0.402730375426621,1.0425791590745,1035
"{open_space, planning_rz, adu}","=>","{planning_nz}",0.346605991657186,0.974413646055437,0.355707243079257,1.04240518646985,914
"{open_space, max_den_cat5, planning_rz}","=>","{planning_nz}",0.331058020477816,0.974330357142857,0.339780053090633,1.04231608591713,873
"{two_acre_more, planning_rz}","=>","{planning_nz}",0.229806598407281,0.97427652733119,0.235874099355328,1.04225850002935,606
"{open_space, max_den_cat5, zoning_rz}","=>","{planning_nz}",0.237011755783087,0.973520249221184,0.243458475540387,1.04144945119524,625
"{council_nz, planning_nz, zoning_rz, adu}","=>","{planning_rz}",0.230185817216534,0.995081967213115,0.231323473644293,1.04086915808845,607
"{open_space, council_rz, planning_rz}","=>","{planning_nz}",0.585893060295791,0.972921914357683,0.602199469093667,1.040809366394,1545
"{open_space, council_nz, zoning_rz}","=>","{planning_nz}",0.380356465680698,0.972841901066925,0.39097459233978,1.04072377002575,1003
"{planning_rz, adu}","=>","{planning_nz}",0.433447098976109,0.972765957446808,0.445582100872203,1.04064252729705,1143
"{max_den_cat5, council_nz, planning_rz}","=>","{planning_nz}",0.37808115282518,0.972682926829268,0.388699279484262,1.04055370306239,997
"{council_nz, planning_nz, adu}","=>","{planning_rz}",0.354948805460751,0.994686503719447,0.356844899507016,1.04045549794057,936
"{open_space, planning_rz}","=>","{planning_nz}",0.635570724307926,0.97215777262181,0.653773227152067,1.03999190523477,1676
"{council_nz, planning_rz}","=>","{planning_nz}",0.753886992794843,0.972127139364303,0.77550246492226,1.03995913448425,1988
"{max_den_cat4, planning_rz, zoning_rz}","=>","{planning_nz}",0.208191126279863,0.971681415929204,0.21425862722791,1.03948230986017,549
"{open_space, max_den_cat5, planning_nz}","=>","{council_rz}",0.31740614334471,0.948979591836735,0.334470989761092,1.03879584212265,837
"{inclusionary, council_nz, planning_nz}","=>","{planning_rz}",0.208949563898369,0.992792792792793,0.210466439135381,1.03847465077136,551
"{planning_nz, council_rz, zoning_rz, adu}","=>","{planning_rz}",0.25938566552901,0.992743105950653,0.261281759575275,1.03842267766437,684
"{open_space, zoning_rz}","=>","{planning_nz}",0.472127417519909,0.970381917381138,0.486537732271521,1.0380921363627,1245
"{max_den_cat5, planning_nz, planning_rz, adu}","=>","{council_rz}",0.221843003412969,0.948136142625608,0.233978005309063,1.03787256459266,585
"{inclusionary, planning_nz, council_rz}","=>","{planning_rz}",0.238528631020099,0.99211356466877,0.240424725066363,1.03776416899308,629
"{open_space, max_den_cat5, council_nz, planning_nz}","=>","{planning_rz}",0.285930982176716,0.992105263157895,0.288206295032234,1.03775548550074,754
"{max_den_cat5, council_nz, planning_nz}","=>","{planning_rz}",0.37808115282518,0.992039800995025,0.381114903299204,1.03768701119551,997
"{open_space, planning_nz, zoning_rz, adu}","=>","{planning_rz}",0.232840348881305,0.991922455573506,0.234736442927569,1.037564266302,614
"{open_space, max_den_cat5}","=>","{council_rz}",0.329161926431551,0.947598253275109,0.347364429275692,1.03728376666105,868
"{planning_nz, council_rz, adu}","=>","{planning_rz}",0.392491467576792,0.991379310344828,0.395904436860068,1.03699612906756,1035
"{open_space, planning_nz, adu}","=>","{planning_rz}",0.346605991657186,0.991323210412148,0.34963974213121,1.03693744778137,914
"{planning_nz, zoning_rz, adu}","=>","{planning_rz}",0.292756920743269,0.991014120667522,0.295411452408039,1.03661413573989,772
"{open_space, half_acre_less, council_nz}","=>","{planning_nz}",0.210845657944634,0.968641114982578,0.217671596511187,1.03622986621057,556
"{half_acre_less, planning_nz, planning_rz}","=>","{council_rz}",0.366325369738339,0.94613124387855,0.387182404247251,1.0356779120414,966
"{max_den_cat5, planning_rz, adu}","=>","{council_rz}",0.226393629124005,0.946117274167987,0.239287068638604,1.03566262016645,597
"{open_space, inclusionary, planning_nz}","=>","{planning_rz}",0.223359878649981,0.989915966386555,0.225635191505499,1.03546545155151,589
"{max_den_cat5, planning_nz, planning_rz}","=>","{council_rz}",0.417519908987486,0.945876288659794,0.441410693970421,1.03539882656533,1101
"{open_space, max_den_cat5, planning_nz}","=>","{planning_rz}",0.331058020477816,0.989795918367347,0.334470989761092,1.03533987970436,873
"{inclusionary, council_rz, planning_rz}","=>","{planning_nz}",0.238528631020099,0.967692307692308,0.24649222601441,1.03521485411141,629
"{planning_nz, adu}","=>","{planning_rz}",0.433447098976109,0.98961038961039,0.437997724687144,1.03514581412241,1143
"{max_den_cat5, planning_rz}","=>","{council_rz}",0.434205536594615,0.945499587118084,0.459233978005309,1.03498647207571,1145
"{max_den_cat5, planning_rz, zoning_rz}","=>","{planning_nz}",0.315510049298445,0.967441860465116,0.326128175957528,1.03494693145903,832
"{max_den_cat5, planning_nz, council_rz}","=>","{planning_rz}",0.417519908987486,0.98921832884097,0.422070534698521,1.03473571326999,1101
"{open_space, half_acre_less, council_nz, planning_nz}","=>","{planning_rz}",0.208570345089116,0.989208633093525,0.210845657944634,1.0347255713874,550
"{inclusionary, planning_rz}","=>","{planning_nz}",0.266211604095563,0.966942148760331,0.275312855517634,1.03441235143245,702
"{open_space, max_den_cat5, council_nz}","=>","{planning_nz}",0.288206295032234,0.966921119592875,0.29806598407281,1.03438985491538,760
"{inclusionary, planning_nz}","=>","{planning_rz}",0.266211604095563,0.988732394366197,0.269245354569587,1.03422741925572,702
"{planning_rz, zoning_rz}","=>","{planning_nz}",0.671596511186955,0.966175668303328,0.695108077360637,1.03359238836344,1771
"{max_den_cat5, planning_nz, adu}","=>","{council_rz}",0.224118316268487,0.94408945686901,0.23739097459234,1.03344287993507,591
"{max_den_cat5, planning_nz}","=>","{council_rz}",0.422070534698521,0.944020356234097,0.447098976109215,1.03336723926497,1113
"{max_den_cat4, planning_nz}","=>","{council_nz}",0.236253318164581,0.832887700534759,0.283655669321198,1.03307848838672,623
"{max_den_cat5, planning_nz}","=>","{planning_rz}",0.441410693970421,0.987277353689567,0.447098976109215,1.03270542708425,1164
"{half_acre_less, planning_rz}","=>","{council_rz}",0.385665529010239,0.943413729128015,0.408797876374668,1.03270319788733,1017
"{open_space, half_acre_less, planning_nz, council_rz}","=>","{planning_rz}",0.226014410314752,0.986754966887417,0.229048160788775,1.03215900344392,596
"{open_space, council_nz, planning_nz, council_rz, zoning_rz}","=>","{planning_rz}",0.366325369738339,0.986721144024515,0.371255214258627,1.03212362427316,966
"{half_acre_less, planning_nz}","=>","{council_rz}",0.373909745923398,0.94263862332696,0.396662874478574,1.03185473213499,986
"{open_space, max_den_cat5, council_rz}","=>","{planning_nz}",0.31740614334471,0.964285714285714,0.329161926431551,1.03157055925819,837
"{open_space, council_nz, planning_nz, council_rz}","=>","{planning_rz}",0.513841486537732,0.986171761280932,0.521046643913538,1.03154896251401,1355
"{open_space, council_nz, planning_nz, zoning_rz}","=>","{planning_rz}",0.375047402351157,0.986041874376869,0.380356465680698,1.03141309906061,989
"{max_den_cat5, council_nz, zoning_rz}","=>","{planning_nz}",0.264315510049298,0.964038727524205,0.274175199089875,1.03130633853198,697
"{open_space, planning_nz, council_rz, zoning_rz}","=>","{planning_rz}",0.424345847554039,0.98590308370044,0.430413348502086,1.03126792214124,1119
"{open_space, half_acre_less, planning_nz}","=>","{planning_rz}",0.236632536973834,0.985781990521327,0.24004550625711,1.03114125704274,624
"{two_acre_more, planning_nz, council_rz}","=>","{planning_rz}",0.208191126279863,0.985637342908438,0.211224876753887,1.03098995368883,549
"{open_space, planning_nz, zoning_rz}","=>","{planning_rz}",0.465301478953356,0.985542168674699,0.472127417519909,1.03089040015676,1227
"{open_space, council_nz, planning_nz}","=>","{planning_rz}",0.52521805081532,0.985064011379801,0.533181645809632,1.03039024117752,1385
"{open_space, max_den_cat5}","=>","{planning_nz}",0.334470989761092,0.962882096069869,0.347364429275692,1.03006900094777,882
"{open_space, planning_nz, council_rz}","=>","{planning_rz}",0.585893060295791,0.984703632887189,0.594994311717861,1.03001328041393,1545
"{max_den_cat4, council_rz, planning_rz}","=>","{planning_nz}",0.253697383390216,0.962589928057554,0.263557072430793,1.02975644636421,669
"{max_den_cat5, council_nz, adu}","=>","{planning_nz}",0.204778156996587,0.962566844919786,0.212741751990899,1.02973175255719,540
"{open_space, max_den_cat5, zoning_rz}","=>","{planning_rz}",0.239666287447857,0.984423676012461,0.243458475540387,1.02972044174727,632
"{max_den_cat5, council_rz, adu}","=>","{planning_nz}",0.224118316268487,0.962540716612378,0.232840348881305,1.02970380109811,591
"{council_nz, planning_nz, council_rz}","=>","{planning_rz}",0.73416761471369,0.984239959328927,0.745923397800531,1.02952827161856,1936
"{open_space, planning_nz}","=>","{planning_rz}",0.635570724307926,0.984145625367,0.645809632157755,1.02942959702213,1676
"{council_nz, zoning_rz}","=>","{planning_nz}",0.549867273416761,0.962176509621765,0.571482745544179,1.02931418088138,1450
"{max_den_cat5, adu}","=>","{council_rz}",0.232840348881305,0.940275650842266,0.247629882442169,1.02926811592821,614
"{council_nz, zoning_rz, adu}","=>","{planning_rz}",0.232840348881305,0.983974358974359,0.236632536973834,1.0292504500656,614
"{two_acre_more, planning_nz}","=>","{planning_rz}",0.229806598407281,0.983766233766234,0.23359878649981,1.02903274829098,606
"{max_den_cat5, council_rz, planning_rz}","=>","{planning_nz}",0.417519908987486,0.961572052401747,0.434205536594615,1.02866754652471,1101
"{max_den_cat4, planning_rz}","=>","{zoning_rz}",0.21425862722791,0.739528795811518,0.289723170269245,1.02855349923786,565
"{half_acre_less, council_nz, planning_nz}","=>","{planning_rz}",0.334091770951839,0.983258928571429,0.339780053090633,1.02850210021533,881
"{council_nz, planning_nz}","=>","{planning_rz}",0.753886992794843,0.983184965380811,0.766780432309442,1.02842473372043,1988
"{max_den_cat5, planning_rz}","=>","{planning_nz}",0.441410693970421,0.961189099917424,0.459233978005309,1.02825787281227,1164
"{open_space, council_nz}","=>","{planning_nz}",0.533181645809632,0.961038961038961,0.55479711793705,1.02809725771186,1406
"{half_acre_less, planning_nz, council_rz, zoning_rz}","=>","{planning_rz}",0.258627227910504,0.982708933717579,0.26317785362154,1.02792679818059,682
"{half_acre_less, zoning_rz}","=>","{council_nz}",0.251042851725446,0.828535669586984,0.302995828593098,1.02768041425253,662
"{open_space, half_acre_less}","=>","{planning_nz}",0.24004550625711,0.960546282245827,0.249905195297687,1.02757020133154,633
"{planning_nz, council_rz, zoning_rz}","=>","{planning_rz}",0.610542282897232,0.982306284319707,0.621539628365567,1.02750562148,1610
"{council_rz, planning_rz}","=>","{planning_nz}",0.840348881304513,0.959307359307359,0.875995449374289,1.02624483022049,2216
"{max_den_cat5, zoning_rz}","=>","{council_rz}",0.312855517633675,0.9375,0.333712552142586,1.0262297633873,825
"{planning_nz, council_rz}","=>","{planning_rz}",0.840348881304513,0.980965028773794,0.856655290102389,1.02610265008984,2216
"{open_space, max_den_cat5, council_nz}","=>","{planning_rz}",0.292377701934016,0.980916030534351,0.29806598407281,1.02605139727056,771
"{open_space, half_acre_less, council_nz}","=>","{planning_rz}",0.213500189609405,0.980836236933798,0.217671596511187,1.02596793208823,563
